spectre,azote
Spectrum00149,3.097175
Spectrum00150,2.702664
Spectrum00151,2.659795
Spectrum00152,3.070381
Spectrum00153,2.787009
Spectrum00154,2.379314
Spectrum00155,2.593742
Spectrum00156,2.564371
Spectrum00157,2.701739
Spectrum00159,2.860753
Spectrum00160,2.894912
Spectrum00161,2.904943
Spectrum00162,2.902038
Spectrum00163,2.599763
Spectrum00164,3.130176
Spectrum00165,2.863386
Spectrum00166,2.513869
Spectrum00167,2.943018
Spectrum00168,2.531267
Spectrum00169,2.930906
Spectrum00170,3.097178
Spectrum00171,3.109574
Spectrum00173,2.568878
Spectrum00174,2.9382
Spectrum00175,2.925577
Spectrum00176,2.727274
Spectrum00177,2.814737
Spectrum00178,2.79596
Spectrum00179,2.65014
Spectrum00180,2.784425
Spectrum00181,3.05593
Spectrum00182,2.564377
Spectrum00183,2.906774
Spectrum00184,3.010828
Spectrum00185,2.7479
Spectrum00186,3.061447
Spectrum00187,3.096557
Spectrum00188,2.881329
Spectrum00189,3.262806
Spectrum00190,2.705315
Spectrum00191,2.722813
Spectrum00192,2.646099
Spectrum00193,3.06291
Spectrum00194,2.62869
Spectrum00195,2.769504
Spectrum00196,2.913851
Spectrum00197,3.114347
Spectrum00198,2.979977
Spectrum00199,2.940863
Spectrum00200,3.012542
Spectrum00201,2.893065
Spectrum00202,2.915294
Spectrum00203,2.861742
Spectrum00204,2.658799
Spectrum00205,2.846845
Spectrum00206,3.179514
Spectrum00207,2.944897
Spectrum00209,3.147637
Spectrum00210,3.177764
Spectrum00211,3.02243
Spectrum00212,3.067428
Spectrum00213,3.013728
Spectrum00214,3.181232
Spectrum00215,2.7902
Spectrum00216,2.947342
Spectrum00217,2.991853
Spectrum00218,2.950836
Spectrum00219,2.683825
Spectrum00220,2.746726
Spectrum00221,3.435402
Spectrum00222,3.136085
Spectrum00223,3.039933
Spectrum00224,3.153793
Spectrum00225,2.909668
Spectrum00226,2.773444
Spectrum00227,2.843835
Spectrum00228,2.724099
Spectrum00229,2.900923
Spectrum00230,2.958455
Spectrum00231,3.012059
Spectrum00232,2.885971
Spectrum00233,2.987131
Spectrum00234,2.861599
Spectrum00235,2.964404
Spectrum00236,3.023681
Spectrum00237,2.936158
Spectrum00238,3.138953
Spectrum00239,2.749
Spectrum00240,3.088849
Spectrum00241,2.773912
Spectrum00242,3.082884
Spectrum00243,2.759362
Spectrum00244,2.909405
Spectrum00245,2.955354
Spectrum00246,2.875138
Spectrum00247,2.915279
Spectrum00248,3.209083
Spectrum00249,2.959531
Spectrum00250,2.985228
Spectrum00251,2.934201
Spectrum00252,2.95882
Spectrum00253,2.954252
Spectrum00254,3.013695
Spectrum00255,2.982645
Spectrum00256,2.859311
Spectrum00257,3.018759
Spectrum00258,2.75584
Spectrum00259,2.966527
Spectrum00260,2.667653
Spectrum00261,2.600019
Spectrum00262,2.947389
Spectrum00263,2.504474
Spectrum00264,3.011083
Spectrum00265,2.635919
Spectrum00266,2.592548
Spectrum00267,2.449357
Spectrum00268,2.86545
Spectrum00269,2.773569
Spectrum00270,2.601246
Spectrum00271,2.737293
Spectrum00272,2.375859
Spectrum00273,2.817574
Spectrum00274,2.642363
Spectrum00275,2.625299
Spectrum00276,2.619443
Spectrum00277,2.499055
Spectrum00278,2.847091
Spectrum00279,2.893985
Spectrum00280,2.724427
Spectrum00281,2.575852
Spectrum00282,2.773595
Spectrum00283,2.587208
Spectrum00284,2.609916
Spectrum00285,2.922731
Spectrum00286,2.57451
Spectrum00287,2.765445
Spectrum00288,2.516063
Spectrum00289,2.79766
Spectrum00290,2.776378
Spectrum00291,2.835525
Spectrum00292,2.416346
Spectrum00293,2.948467
Spectrum00294,2.863926
Spectrum00295,2.618351
Spectrum00296,2.328436
Spectrum00297,2.511267
Spectrum00298,3.021861
Spectrum00299,2.861075
Spectrum00300,3.114923
Spectrum00301,3.20858
Spectrum00302,2.715343
Spectrum00303,2.988103
Spectrum00304,2.653038
Spectrum00305,2.769762
Spectrum00306,2.749663
Spectrum00307,2.839534
Spectrum00308,2.702289
Spectrum00309,2.864044
Spectrum00310,2.890398
Spectrum00311,2.876414
Spectrum00312,3.032973
Spectrum00313,2.679553
Spectrum00314,2.993721
Spectrum00315,2.966112
Spectrum00316,2.915856
Spectrum00317,2.846968
Spectrum00318,2.96686
Spectrum00319,2.961662
Spectrum00320,2.80147
Spectrum00321,3.010541
Spectrum00322,3.141413
Spectrum00323,2.88512
Spectrum00324,2.797451
Spectrum00325,3.033291
Spectrum00326,2.858703
Spectrum00327,2.587496
Spectrum00328,2.891133
Spectrum00329,2.821388
Spectrum00330,2.842131
Spectrum00331,2.919394
Spectrum00332,3.098363
Spectrum00333,2.677837
Spectrum00334,2.660813
Spectrum00335,2.896736
Spectrum00336,2.855128
Spectrum00337,3.112845
Spectrum00338,2.780032
Spectrum00339,2.891897
Spectrum00340,2.627377
Spectrum00341,3.013428
Spectrum00342,2.65177
Spectrum00343,2.641313
Spectrum00344,2.632894
Spectrum00345,2.528796
Spectrum00346,2.604051
Spectrum00347,2.889658
Spectrum00348,2.742948
Spectrum00349,2.872692
Spectrum00350,2.815098
Spectrum00351,3.146214
Spectrum00352,2.960332
Spectrum00353,2.945779
Spectrum00354,2.638229
Spectrum00355,2.903874
Spectrum00356,2.699229
Spectrum00357,3.007995
Spectrum00358,2.953223
Spectrum00360,2.923206
Spectrum00361,3.302665
Spectrum00362,3.124922
Spectrum00363,2.974816
Spectrum00364,3.09804
Spectrum00365,2.785279
Spectrum00366,2.983993
Spectrum00367,2.94292
Spectrum00368,2.651542
Spectrum00369,2.728578
Spectrum00370,2.778618
Spectrum00371,2.859298
Spectrum00372,3.228632
Spectrum00373,3.130882
Spectrum00374,3.123601
Spectrum00375,2.987216
Spectrum00376,3.187762
Spectrum00377,2.51528
Spectrum00378,2.478673
Spectrum00379,2.350852
Spectrum00380,2.72496
Spectrum00381,2.670961
Spectrum00382,2.622884
Spectrum00383,2.798406
Spectrum00384,3.059166
Spectrum00385,2.970881
Spectrum00386,2.761504
Spectrum00387,3.155611
Spectrum00388,3.12676
Spectrum00389,2.94755
Spectrum00390,2.508621
Spectrum00391,2.38332
Spectrum00392,2.729
Spectrum00393,2.772068
Spectrum00394,2.554442
Spectrum00395,2.673669
Spectrum00396,2.934575
Spectrum00397,2.589134
Spectrum00398,2.951996
Spectrum00399,2.678029
Spectrum00400,2.849247
Spectrum00401,2.888754
Spectrum00402,3.037169
Spectrum00403,3.085878
Spectrum00404,2.93527
Spectrum00405,2.85887
Spectrum00406,3.252904
Spectrum00407,3.083788
Spectrum00408,2.9325
Spectrum00409,2.959102
Spectrum00410,2.904521
Spectrum00411,2.905083
Spectrum00412,2.834485
Spectrum00413,2.954294
Spectrum00414,3.284133
Spectrum00415,3.215215
Spectrum00416,3.389879
Spectrum00417,3.159683
Spectrum00418,2.974361
Spectrum00419,3.115472
Spectrum00420,3.421925
Spectrum00421,3.40548
Spectrum00422,3.084565
Spectrum00423,2.93817
Spectrum00424,3.11809
Spectrum00425,3.507854
Spectrum00426,3.467716
Spectrum00427,3.133574
Spectrum00428,3.475571
Spectrum00429,3.540541
Spectrum00430,3.252649
Spectrum00431,3.387613
Spectrum00432,3.516897
Spectrum00433,3.345881
Spectrum00434,3.309025
Spectrum00435,3.255492
Spectrum00436,3.113911
Spectrum00437,3.497447
Spectrum00438,3.376058
Spectrum00439,3.285257
Spectrum00440,3.145079
Spectrum00441,3.014215
Spectrum00442,3.11849
Spectrum00443,3.294653
Spectrum00444,3.404197
Spectrum00445,3.329066
Spectrum00446,3.220266
Spectrum00447,3.16233
Spectrum00448,3.269834
Spectrum00449,3.480456
Spectrum00450,3.226173
Spectrum00451,3.325398
Spectrum00452,3.222124
Spectrum00453,3.013648
Spectrum00454,2.885058
Spectrum00455,3.230843
Spectrum00456,3.447212
Spectrum00457,3.496151
Spectrum00458,3.161258
Spectrum00459,3.395206
Spectrum00460,3.197327
Spectrum00461,3.609347
Spectrum00462,3.295735
Spectrum00463,3.484827
Spectrum00464,3.455479
Spectrum00465,3.401063
Spectrum00466,2.909644
Spectrum00467,3.163201
Spectrum00468,3.702523
Spectrum00469,3.588657
Spectrum00470,3.082429
Spectrum00471,2.968901
Spectrum00472,3.477617
Spectrum00473,3.672549
Spectrum00474,3.791276
Spectrum00475,3.421304
Spectrum00476,3.587653
Spectrum00477,3.418067
Spectrum00478,3.368449
Spectrum00479,3.245695
Spectrum00480,3.817001
Spectrum00481,3.156027
Spectrum00482,3.273979
Spectrum00483,2.922027
Spectrum00484,3.347975
Spectrum00485,3.201944
Spectrum00486,3.254861
Spectrum00487,3.170547
Spectrum00488,3.170188
Spectrum00489,3.327679
Spectrum00490,3.533107
Spectrum00491,3.325572
Spectrum00492,3.312078
Spectrum00493,3.36377
Spectrum00494,3.114866
Spectrum00495,3.2105
Spectrum00497,3.427727
Spectrum00498,3.29022
Spectrum00499,3.821391
Spectrum00500,3.882413
Spectrum00501,3.199092
Spectrum00502,3.35793
Spectrum00503,3.053518
Spectrum00504,3.97946
Spectrum00505,3.095368
Spectrum00506,3.39316
Spectrum00507,3.263151
Spectrum00508,3.069265
Spectrum00509,3.746745
Spectrum00510,3.88614
Spectrum00511,3.412206
Spectrum00512,3.53304
Spectrum00513,3.54857
Spectrum00514,3.12438
Spectrum00515,3.739051
Spectrum00516,3.650451
Spectrum00517,3.738142
Spectrum00518,3.656073
Spectrum00519,3.389513
Spectrum00520,3.182608
Spectrum00521,3.779917
Spectrum00522,3.49273
Spectrum00523,4.132516
Spectrum00524,3.710176
Spectrum00525,2.904876
Spectrum00526,2.578752
Spectrum00527,2.998076
Spectrum00528,3.591286
Spectrum00529,3.44287
Spectrum00530,3.078098
Spectrum00531,3.084303
Spectrum00532,2.929328
Spectrum00533,3.779327
Spectrum00534,3.344136
Spectrum00535,3.328478
Spectrum00536,3.542327
Spectrum00537,2.98544
Spectrum00538,3.055425
Spectrum00539,3.391834
Spectrum00540,3.296211
Spectrum00541,3.163021
Spectrum00542,3.413012
Spectrum00543,3.375765
Spectrum00544,3.522963
Spectrum00545,3.357544
Spectrum00546,3.584967
Spectrum00547,3.332995
Spectrum00548,3.619471
Spectrum00549,3.624242
Spectrum00550,3.536461
Spectrum00551,3.054463
Spectrum00552,3.183486
Spectrum00553,3.10904
Spectrum00554,3.146897
Spectrum00555,3.057436
Spectrum00556,2.937647
Spectrum00557,3.022754
Spectrum00558,3.363941
Spectrum00560,3.646475
Spectrum00561,3.101655
Spectrum00562,3.358438
Spectrum00563,3.915088
Spectrum00564,3.310867
Spectrum00565,3.113069
Spectrum00566,2.83764
Spectrum00567,3.135687
Spectrum00568,3.194307
Spectrum00569,3.011359
Spectrum00570,3.15017
Spectrum00571,3.09168
Spectrum00572,3.144995
Spectrum00573,3.037249
Spectrum00574,3.13982
Spectrum00575,3.192006
Spectrum00576,3.246117
Spectrum00577,3.0387
Spectrum00578,3.564499
Spectrum00579,3.045991
Spectrum00580,2.983112
Spectrum00581,3.531988
Spectrum00582,3.112523
Spectrum00583,3.111732
Spectrum00584,3.135264
Spectrum00585,2.943421
Spectrum00586,2.91638
Spectrum00587,2.982217
Spectrum00588,2.819231
Spectrum00589,3.136351
Spectrum00590,2.658106
Spectrum00591,2.757191
Spectrum00592,2.779798
Spectrum00593,3.388928
Spectrum00594,3.200316
Spectrum00595,3.242865
Spectrum00596,3.527285
Spectrum00597,3.171746
Spectrum00598,3.20604
Spectrum00599,3.394948
Spectrum00600,3.179153
Spectrum00601,3.259237
Spectrum00602,3.077205
Spectrum00603,2.942079
Spectrum00604,3.200722
Spectrum00605,3.251238
Spectrum00606,2.698851
Spectrum00607,3.242782
Spectrum00608,3.030383
Spectrum00609,3.12415
Spectrum00610,3.552344
Spectrum00611,3.250936
Spectrum00612,3.313027
Spectrum00613,3.197353
Spectrum00614,2.934599
Spectrum00615,3.140146
Spectrum00616,3.318576
Spectrum00617,3.264931
Spectrum00618,3.220818
Spectrum00619,3.122571
Spectrum00620,3.063473
Spectrum00621,3.443592
Spectrum00622,3.494274
Spectrum00623,3.114693
Spectrum00624,3.410318
Spectrum00625,3.445277
Spectrum00626,3.429835
Spectrum00627,3.567238
Spectrum00628,3.368012
Spectrum00629,3.495289
Spectrum00630,3.06697
Spectrum00631,3.179844
Spectrum00632,3.083765
Spectrum00633,3.377518
Spectrum00634,2.898987
Spectrum00635,3.345807
Spectrum00636,2.936922
Spectrum00637,3.011795
Spectrum00638,3.122207
Spectrum00639,3.177254
Spectrum00640,2.915325
Spectrum00641,3.075049
Spectrum00642,3.06643
Spectrum00643,2.852948
Spectrum00644,3.402031
Spectrum00645,3.300976
Spectrum00646,3.322318
Spectrum00647,3.307011
Spectrum00648,3.018024
Spectrum00649,3.166426
Spectrum00650,3.254183
Spectrum00651,3.42708
Spectrum00652,3.297874
Spectrum00653,3.320286
Spectrum00654,3.808595
Spectrum00655,3.64237
Spectrum00656,3.375444
Spectrum00657,3.623136
Spectrum00658,3.60201
Spectrum00659,3.83867
Spectrum00660,3.050582
Spectrum00661,3.137266
Spectrum00662,2.862834
Spectrum00663,2.851548
Spectrum00664,3.075052
Spectrum00665,3.542319
Spectrum00666,4.118237
Spectrum00667,3.261465
Spectrum00668,3.48013
Spectrum00669,3.99201
Spectrum00670,3.140176
Spectrum00671,3.535768
Spectrum00672,2.994462
Spectrum00673,3.258206
Spectrum00674,3.496466
Spectrum00675,3.13888
Spectrum00676,3.162251
Spectrum00677,3.006245
Spectrum00678,3.168463
Spectrum00679,3.474813
Spectrum00680,3.27782
Spectrum00681,3.324438
Spectrum00682,2.986507
Spectrum00683,3.303533
Spectrum00684,2.906629
Spectrum00685,3.125865
Spectrum00686,3.333685
Spectrum00687,3.155055
Spectrum00688,2.956867
Spectrum00689,3.592031
Spectrum00690,3.053429
Spectrum00691,3.029667
Spectrum00692,3.052313
Spectrum00693,2.901459
Spectrum00694,3.374539
Spectrum00695,3.121691
Spectrum00696,3.27262
Spectrum00697,3.236539
Spectrum00698,3.245571
Spectrum00699,3.185194
Spectrum00700,3.448886
Spectrum00701,3.056625
Spectrum00702,3.050167
Spectrum00703,3.221979
Spectrum00704,2.965837
Spectrum00705,3.055336
Spectrum00706,3.101635
Spectrum00707,2.930545
Spectrum00708,2.91684
Spectrum00709,2.872619
Spectrum00710,2.781524
Spectrum00711,3.429137
Spectrum00712,3.323015
Spectrum00713,3.10665
Spectrum00714,3.364286
Spectrum00715,3.599129
Spectrum00716,3.424787
Spectrum00717,3.396531
Spectrum00718,3.379089
Spectrum00719,3.283989
Spectrum00720,3.113928
Spectrum00721,3.35311
Spectrum00722,3.422903
Spectrum00723,3.117362
Spectrum00724,3.501693
Spectrum00725,3.319499
Spectrum00726,3.148068
Spectrum00727,3.457103
Spectrum00728,3.515115
Spectrum00729,3.379683
Spectrum00730,3.414163
Spectrum00731,3.092516
Spectrum00732,3.131103
Spectrum00733,3.716623
Spectrum00734,3.753921
Spectrum00735,3.635868
Spectrum00736,3.438461
Spectrum00737,3.173579
Spectrum00738,3.071877
Spectrum00739,3.264467
Spectrum00740,3.343352
Spectrum00741,3.477916
Spectrum00742,3.314814
Spectrum00743,3.202811
Spectrum00744,3.355644
Spectrum00745,2.925806
Spectrum00746,3.521989
Spectrum00747,3.153825
Spectrum00748,3.458262
Spectrum00749,3.026883
Spectrum00750,3.878679
Spectrum00751,3.657393
Spectrum00752,3.538628
Spectrum00753,3.308807
Spectrum00754,3.201808
Spectrum00755,3.58268
Spectrum00756,3.017905
Spectrum00757,3.251003
Spectrum00758,3.511162
Spectrum00759,3.402086
Spectrum00760,3.334624
Spectrum00761,3.445671
Spectrum00762,3.18436
Spectrum00763,3.336553
Spectrum00764,3.274318
Spectrum00765,3.364232
Spectrum00766,3.753548
Spectrum00767,3.575304
Spectrum00768,3.258806
Spectrum00769,3.147979
Spectrum00770,3.368461
Spectrum00771,3.131591
Spectrum00772,3.302602
Spectrum00774,3.394886
Spectrum00775,3.198651
Spectrum00776,3.744271
Spectrum00777,3.346594
Spectrum00778,3.550009
Spectrum00779,3.097235
Spectrum00780,3.19878
Spectrum00781,3.400319
Spectrum00782,3.577259
Spectrum00783,3.552542
Spectrum00784,3.860525
Spectrum00785,3.715754
Spectrum00786,3.886205
Spectrum00787,3.437569
Spectrum00788,3.634259
Spectrum00789,3.470229
Spectrum00790,3.234269
Spectrum00791,4.461546
Spectrum00792,3.458581
Spectrum00793,3.200362
Spectrum00794,2.70384
Spectrum00795,3.646351
Spectrum00796,3.011701
Spectrum00797,3.311488
Spectrum00798,3.16482
Spectrum00799,3.246093
Spectrum00800,3.20703
Spectrum00801,3.236351
Spectrum00802,3.243182
Spectrum00803,3.366081
Spectrum00804,3.541174
Spectrum00805,3.191482
Spectrum00806,3.594708
Spectrum00807,3.271597
Spectrum00808,2.848056
Spectrum00809,3.1959
Spectrum00810,2.951925
Spectrum00811,2.915434
Spectrum00812,3.342967
Spectrum00813,3.30345
Spectrum00814,3.222686
Spectrum00815,2.891107
Spectrum00816,3.404084
Spectrum00817,3.064244
Spectrum00818,3.005438
Spectrum00819,3.189039
Spectrum00820,3.166263
Spectrum00821,3.499863
Spectrum00822,3.410339
Spectrum00823,3.48594
