spectre,rhyzotube ,comment
Spectrum01080,592,NA
Spectrum01081,593,NA
Spectrum01082,593,NA
Spectrum01083,593,NA
Spectrum01084,593,NA
Spectrum01085,593,NA
Spectrum01086,593,NA
Spectrum01087,594,NA
Spectrum01088,594,NA
Spectrum01089,594,NA
Spectrum01090,594,NA
Spectrum01091,594,NA
Spectrum01092,594,NA
Spectrum01093,595,NA
Spectrum01094,595,NA
Spectrum01095,595,NA
Spectrum01096,595,NA
Spectrum01097,595,NA
Spectrum01098,595,NA
Spectrum01099,596,NA
Spectrum01100,596,NA
Spectrum01101,596,NA
Spectrum01102,596,NA
Spectrum01103,596,NA
Spectrum01104,596,NA
Spectrum01105,599,NA
Spectrum01106,599,NA
Spectrum01107,599,NA
Spectrum01108,599,NA
Spectrum01109,599,NA
Spectrum01110,599,NA
Spectrum01111,601,NA
Spectrum01112,601,NA
Spectrum01113,601,NA
Spectrum01114,601,NA
Spectrum01115,601,NA
Spectrum01116,601,NA
Spectrum01117,602,NA
Spectrum01118,602,NA
Spectrum01119,602,NA
Spectrum01120,602,NA
Spectrum01121,602,NA
Spectrum01122,602,NA
Spectrum01123,603,NA
Spectrum01124,603,NA
Spectrum01125,603,NA
Spectrum01126,603,NA
Spectrum01127,603,NA
Spectrum01128,603,NA
Spectrum01129,604,NA
Spectrum01130,604,NA
Spectrum01131,604,NA
Spectrum01132,604,NA
Spectrum01133,604,NA
Spectrum01134,604,NA
Spectrum01135,605,NA
Spectrum01136,605,NA
Spectrum01137,605,NA
Spectrum01138,605,NA
Spectrum01139,605,NA
Spectrum01140,605,NA
Spectrum01141,606,NA
Spectrum01142,606,NA
Spectrum01143,606,NA
Spectrum01144,606,NA
Spectrum01145,606,NA
Spectrum01146,606,NA
Spectrum01147,607,NA
Spectrum01148,607,NA
Spectrum01149,607,NA
Spectrum01150,607,NA
Spectrum01151,607,NA
Spectrum01152,607,NA
Spectrum01153,608,NA
Spectrum01154,608,NA
Spectrum01155,608,NA
Spectrum01156,608,NA
Spectrum01157,608,NA
Spectrum01158,608,NA
Spectrum01159,609,NA
Spectrum01160,609,NA
Spectrum01161,609,NA
Spectrum01162,609,NA
Spectrum01163,609,NA
Spectrum01164,609,NA
Spectrum01165,610,NA
Spectrum01166,610,NA
Spectrum01167,610,NA
Spectrum01168,610,NA
Spectrum01169,610,NA
Spectrum01170,610,NA
Spectrum01171,612,NA
Spectrum01172,612,NA
Spectrum01173,612,NA
Spectrum01174,612,NA
Spectrum01175,612,NA
Spectrum01176,612,NA
Spectrum01177,614,NA
Spectrum01178,614,NA
Spectrum01179,614,NA
Spectrum01180,614,NA
Spectrum01181,614,NA
Spectrum01182,614,NA
Spectrum01183,615,NA
Spectrum01184,615,NA
Spectrum01185,615,NA
Spectrum01186,615,NA
Spectrum01187,615,NA
Spectrum01188,615,NA
Spectrum01189,616,NA
Spectrum01190,616,NA
Spectrum01191,616,NA
Spectrum01192,616,NA
Spectrum01193,616,NA
Spectrum01194,616,NA
Spectrum01195,617,NA
Spectrum01196,617,NA
Spectrum01197,617,NA
Spectrum01198,617,NA
Spectrum01199,617,NA
Spectrum01200,617,NA
Spectrum01201,618,NA
Spectrum01202,618,NA
Spectrum01203,618,NA
Spectrum01204,618,NA
Spectrum01205,618,NA
Spectrum01206,618,NA
Spectrum01207,619,NA
Spectrum01208,619,NA
Spectrum01209,619,NA
Spectrum01210,619,NA
Spectrum01211,619,NA
Spectrum01212,619,NA
Spectrum01213,620,NA
Spectrum01214,620,NA
Spectrum01215,620,NA
Spectrum01216,620,NA
Spectrum01217,620,NA
Spectrum01218,620,NA
Spectrum01219,621,NA
Spectrum01220,621,NA
Spectrum01221,621,NA
Spectrum01222,621,NA
Spectrum01223,621,NA
Spectrum01224,621,NA
Spectrum01225,622,NA
Spectrum01226,622,NA
Spectrum01227,622,NA
Spectrum01228,622,NA
Spectrum01229,622,NA
Spectrum01230,622,NA
