spectre,rhyzotube ,comment
Spectrum00308,264,NA
Spectrum00309,264,NA
Spectrum00310,264,NA
Spectrum00311,264,NA
Spectrum00312,264,NA
Spectrum00313,264,NA
Spectrum00314,264,NA
Spectrum00315,264,NA
Spectrum00316,264,NA
Spectrum00317,264,NA
Spectrum00318,264,NA
Spectrum00319,265,NA
Spectrum00320,265,NA
Spectrum00321,265,NA
Spectrum00322,265,NA
Spectrum00323,265,NA
Spectrum00324,265,NA
Spectrum00325,265,NA
Spectrum00326,265,NA
Spectrum00327,265,NA
Spectrum00328,265,NA
Spectrum00329,265,NA
Spectrum00330,265,NA
Spectrum00331,266,NA
Spectrum00332,266,NA
Spectrum00333,266,NA
Spectrum00334,266,NA
Spectrum00335,266,NA
Spectrum00336,266,NA
Spectrum00337,266,NA
Spectrum00338,266,NA
Spectrum00339,266,NA
Spectrum00340,266,NA
Spectrum00341,266,NA
Spectrum00342,266,NA
Spectrum00343,267,NA
Spectrum00344,267,NA
Spectrum00345,267,NA
Spectrum00346,267,NA
Spectrum00347,267,NA
Spectrum00348,267,NA
Spectrum00349,267,NA
Spectrum00350,267,NA
Spectrum00351,267,NA
Spectrum00352,267,NA
Spectrum00353,267,NA
Spectrum00354,267,NA
Spectrum00355,268,NA
Spectrum00356,268,NA
Spectrum00357,268,NA
Spectrum00358,268,NA
Spectrum00359,268,NA
Spectrum00360,268,NA
Spectrum00361,268,NA
Spectrum00362,268,NA
Spectrum00363,268,NA
Spectrum00364,268,NA
Spectrum00365,268,NA
Spectrum00366,268,NA
Spectrum00367,269,NA
Spectrum00368,269,NA
Spectrum00369,269,NA
Spectrum00370,269,NA
Spectrum00371,269,NA
Spectrum00372,269,NA
Spectrum00373,269,NA
Spectrum00374,269,NA
Spectrum00375,269,NA
Spectrum00376,269,NA
Spectrum00377,269,NA
Spectrum00378,269,NA
Spectrum00379,270,NA
Spectrum00380,270,NA
Spectrum00381,270,NA
Spectrum00382,270,NA
Spectrum00383,270,NA
Spectrum00384,270,NA
Spectrum00385,270,NA
Spectrum00386,270,NA
Spectrum00387,270,NA
Spectrum00388,270,NA
Spectrum00389,270,NA
Spectrum00390,270,NA
Spectrum00391,271,NA
Spectrum00392,271,NA
Spectrum00393,271,NA
Spectrum00394,271,NA
Spectrum00395,271,NA
Spectrum00396,271,NA
Spectrum00397,271,NA
Spectrum00398,271,NA
Spectrum00399,271,NA
Spectrum00400,271,NA
Spectrum00401,271,NA
Spectrum00402,271,NA
Spectrum00403,272,NA
Spectrum00404,272,NA
Spectrum00405,272,NA
Spectrum00406,272,NA
Spectrum00407,272,NA
Spectrum00408,272,NA
Spectrum00410,272,NA
Spectrum00411,272,NA
Spectrum00412,272,NA
Spectrum00413,272,NA
Spectrum00414,272,NA
Spectrum00415,272,NA
Spectrum00416,273,NA
Spectrum00417,273,NA
Spectrum00418,273,NA
Spectrum00419,273,NA
Spectrum00420,273,NA
Spectrum00421,273,NA
Spectrum00422,273,NA
Spectrum00423,273,NA
Spectrum00424,273,NA
Spectrum00425,273,NA
Spectrum00426,273,NA
Spectrum00427,273,NA
Spectrum00428,274,NA
Spectrum00429,274,NA
Spectrum00430,274,NA
Spectrum00431,274,NA
Spectrum00432,274,NA
Spectrum00433,274,NA
Spectrum00434,274,NA
Spectrum00435,274,NA
Spectrum00436,274,NA
Spectrum00437,274,NA
Spectrum00438,274,NA
Spectrum00439,274,NA
Spectrum00440,275,NA
Spectrum00441,275,NA
Spectrum00442,275,NA
Spectrum00443,275,NA
Spectrum00444,275,NA
Spectrum00445,275,NA
Spectrum00446,275,NA
Spectrum00447,275,NA
Spectrum00448,275,NA
Spectrum00449,275,NA
Spectrum00450,275,NA
Spectrum00451,275,NA
Spectrum00452,276,NA
Spectrum00453,276,NA
Spectrum00454,276,NA
Spectrum00455,276,NA
Spectrum00456,276,NA
Spectrum00457,276,NA
Spectrum00458,276,NA
Spectrum00459,276,NA
Spectrum00460,276,NA
Spectrum00461,276,NA
Spectrum00462,276,NA
Spectrum00463,276,NA
Spectrum00464,277,NA
Spectrum00465,277,NA
Spectrum00466,277,NA
Spectrum00467,277,NA
Spectrum00468,277,NA
Spectrum00469,277,NA
Spectrum00470,277,NA
Spectrum00471,277,NA
Spectrum00472,277,NA
Spectrum00473,277,NA
Spectrum00474,277,NA
Spectrum00475,277,NA
Spectrum00476,278,NA
Spectrum00477,278,NA
Spectrum00478,278,NA
Spectrum00479,278,NA
Spectrum00480,278,NA
Spectrum00481,278,NA
Spectrum00482,278,NA
Spectrum00483,278,NA
Spectrum00484,278,NA
Spectrum00485,278,NA
Spectrum00486,278,NA
Spectrum00487,278,NA
Spectrum00488,279,NA
Spectrum00489,279,NA
Spectrum00490,279,NA
Spectrum00491,279,NA
Spectrum00492,279,NA
Spectrum00493,279,NA
Spectrum00494,279,NA
Spectrum00495,279,NA
Spectrum00496,279,NA
Spectrum00497,279,NA
Spectrum00498,279,NA
Spectrum00499,279,NA
Spectrum00500,280,NA
Spectrum00501,280,NA
Spectrum00502,280,NA
Spectrum00503,280,NA
Spectrum00504,280,NA
Spectrum00505,280,NA
Spectrum00506,280,NA
Spectrum00507,280,NA
Spectrum00508,280,NA
Spectrum00509,280,NA
Spectrum00510,280,NA
Spectrum00511,280,NA
Spectrum00512,281,NA
Spectrum00513,281,NA
Spectrum00514,281,NA
Spectrum00515,281,NA
Spectrum00516,281,NA
Spectrum00517,281,NA
Spectrum00518,281,NA
Spectrum00519,281,NA
Spectrum00520,281,NA
Spectrum00521,281,NA
Spectrum00522,281,NA
Spectrum00523,281,NA
Spectrum00524,282,NA
Spectrum00525,282,NA
Spectrum00526,282,NA
Spectrum00527,282,NA
Spectrum00528,282,NA
Spectrum00529,282,NA
Spectrum00530,282,NA
Spectrum00531,282,NA
Spectrum00532,282,NA
Spectrum00533,282,NA
Spectrum00534,282,NA
Spectrum00535,282,NA
Spectrum00536,283,NA
Spectrum00537,283,NA
Spectrum00538,283,NA
Spectrum00539,283,NA
Spectrum00540,283,NA
Spectrum00541,283,NA
Spectrum00542,283,NA
Spectrum00543,283,NA
Spectrum00544,283,NA
Spectrum00545,283,NA
Spectrum00546,283,NA
Spectrum00547,283,NA
Spectrum00548,284,NA
Spectrum00549,284,NA
Spectrum00550,284,NA
Spectrum00551,284,NA
Spectrum00552,284,NA
Spectrum00553,284,NA
Spectrum00554,284,NA
Spectrum00555,284,NA
Spectrum00556,284,NA
Spectrum00557,284,NA
Spectrum00558,284,NA
Spectrum00559,284,NA
Spectrum00560,287,NA
Spectrum00561,287,NA
Spectrum00562,287,NA
Spectrum00563,287,NA
Spectrum00564,287,NA
Spectrum00565,287,NA
Spectrum00566,287,NA
Spectrum00567,287,NA
Spectrum00568,287,NA
Spectrum00569,287,NA
Spectrum00570,287,NA
Spectrum00571,287,NA
Spectrum00572,288,NA
Spectrum00573,288,NA
Spectrum00574,288,NA
Spectrum00575,288,NA
Spectrum00576,288,NA
Spectrum00577,288,NA
Spectrum00578,288,NA
Spectrum00579,288,NA
Spectrum00580,288,NA
Spectrum00581,288,NA
Spectrum00582,288,NA
Spectrum00583,288,NA
Spectrum00584,289,NA
Spectrum00585,289,NA
Spectrum00586,289,NA
Spectrum00587,289,NA
Spectrum00588,289,NA
Spectrum00589,289,NA
Spectrum00590,289,NA
Spectrum00591,289,NA
Spectrum00592,289,NA
Spectrum00593,289,NA
Spectrum00594,289,NA
Spectrum00595,289,NA
Spectrum00596,290,NA
Spectrum00597,290,NA
Spectrum00598,290,NA
Spectrum00599,290,NA
Spectrum00600,290,NA
Spectrum00601,290,NA
Spectrum00602,290,NA
Spectrum00603,290,NA
Spectrum00604,290,NA
Spectrum00605,290,NA
Spectrum00606,290,NA
Spectrum00607,290,NA
Spectrum00608,291,NA
Spectrum00609,291,NA
Spectrum00610,291,NA
Spectrum00611,291,NA
Spectrum00612,291,NA
Spectrum00613,291,NA
Spectrum00614,291,NA
Spectrum00615,291,NA
Spectrum00616,291,NA
Spectrum00617,291,NA
Spectrum00618,291,NA
Spectrum00619,291,NA
Spectrum00620,292,NA
Spectrum00621,292,NA
Spectrum00622,292,NA
Spectrum00623,292,NA
Spectrum00624,292,NA
Spectrum00625,292,NA
Spectrum00626,292,NA
Spectrum00627,292,NA
Spectrum00628,292,NA
Spectrum00629,292,NA
Spectrum00630,292,NA
Spectrum00631,292,NA
Spectrum00632,293,NA
Spectrum00633,293,NA
Spectrum00634,293,NA
Spectrum00635,293,NA
Spectrum00636,293,NA
Spectrum00637,293,NA
Spectrum00638,293,NA
Spectrum00639,293,NA
Spectrum00640,293,NA
Spectrum00641,293,NA
Spectrum00642,293,NA
Spectrum00643,293,NA
Spectrum00644,294,NA
Spectrum00645,294,NA
Spectrum00646,294,NA
Spectrum00647,294,NA
Spectrum00648,294,NA
Spectrum00649,294,NA
Spectrum00650,294,NA
Spectrum00651,294,NA
Spectrum00652,294,NA
Spectrum00653,294,NA
Spectrum00654,294,NA
Spectrum00655,294,NA
Spectrum00656,295,NA
Spectrum00657,295,NA
Spectrum00658,295,NA
Spectrum00659,295,NA
Spectrum00660,295,NA
Spectrum00661,295,NA
Spectrum00662,295,NA
Spectrum00663,295,NA
Spectrum00664,295,NA
Spectrum00665,295,NA
Spectrum00666,295,NA
Spectrum00667,295,NA
Spectrum00668,296,NA
Spectrum00669,296,NA
Spectrum00670,296,NA
Spectrum00671,296,NA
Spectrum00672,296,NA
Spectrum00673,296,NA
Spectrum00674,296,NA
Spectrum00675,296,NA
Spectrum00676,296,NA
Spectrum00677,296,NA
Spectrum00678,296,NA
Spectrum00679,296,NA
Spectrum00680,297,NA
Spectrum00681,297,NA
Spectrum00682,297,NA
Spectrum00683,297,NA
Spectrum00684,297,NA
Spectrum00685,297,NA
Spectrum00686,297,NA
Spectrum00687,297,NA
Spectrum00688,297,NA
Spectrum00689,297,NA
Spectrum00690,297,NA
Spectrum00691,297,NA
Spectrum00692,298,NA
Spectrum00693,298,NA
Spectrum00694,298,NA
Spectrum00695,298,NA
Spectrum00696,298,NA
Spectrum00697,298,NA
Spectrum00698,298,NA
Spectrum00699,298,NA
Spectrum00700,298,NA
Spectrum00701,298,NA
Spectrum00702,298,NA
Spectrum00703,298,NA
Spectrum00704,299,NA
Spectrum00705,299,NA
Spectrum00706,299,NA
Spectrum00707,299,NA
Spectrum00708,299,NA
Spectrum00709,299,NA
Spectrum00710,299,NA
Spectrum00711,299,NA
Spectrum00712,299,NA
Spectrum00713,299,NA
Spectrum00714,299,NA
Spectrum00715,299,NA
Spectrum00716,301,NA
Spectrum00717,301,NA
Spectrum00718,301,NA
Spectrum00719,301,NA
Spectrum00720,301,NA
Spectrum00721,301,NA
Spectrum00722,301,NA
Spectrum00723,301,NA
Spectrum00724,301,NA
Spectrum00725,301,NA
Spectrum00726,301,NA
Spectrum00727,301,NA
Spectrum00728,302,NA
Spectrum00729,302,NA
Spectrum00730,302,NA
Spectrum00731,302,NA
Spectrum00732,302,NA
Spectrum00733,302,NA
Spectrum00734,302,NA
Spectrum00735,302,NA
Spectrum00736,302,NA
Spectrum00737,302,NA
Spectrum00738,302,NA
Spectrum00739,302,NA
Spectrum00740,303,NA
Spectrum00741,303,NA
Spectrum00742,303,NA
Spectrum00743,303,NA
Spectrum00744,303,NA
Spectrum00745,303,NA
Spectrum00746,303,NA
Spectrum00747,303,NA
Spectrum00748,303,NA
Spectrum00749,303,NA
Spectrum00750,303,NA
Spectrum00751,303,NA
Spectrum00752,304,NA
Spectrum00753,304,NA
Spectrum00754,304,NA
Spectrum00755,304,NA
Spectrum00756,304,NA
Spectrum00757,304,NA
Spectrum00758,304,NA
Spectrum00759,304,NA
Spectrum00760,304,NA
Spectrum00761,304,NA
Spectrum00762,304,NA
Spectrum00763,304,NA
Spectrum00764,304,NA
Spectrum00765,305,NA
Spectrum00766,305,NA
Spectrum00767,305,NA
Spectrum00768,305,NA
Spectrum00769,305,NA
Spectrum00770,305,NA
Spectrum00771,305,NA
Spectrum00772,305,NA
Spectrum00773,305,NA
Spectrum00774,305,NA
Spectrum00775,305,NA
Spectrum00776,305,NA
Spectrum00777,306,NA
Spectrum00778,306,NA
Spectrum00779,306,NA
Spectrum00780,306,NA
Spectrum00781,306,NA
Spectrum00782,306,NA
Spectrum00783,306,NA
Spectrum00784,306,NA
Spectrum00785,306,NA
Spectrum00786,306,NA
Spectrum00787,306,NA
Spectrum00788,306,NA
Spectrum00789,307,NA
Spectrum00790,307,NA
Spectrum00791,307,NA
Spectrum00792,307,NA
Spectrum00793,307,NA
Spectrum00794,307,NA
Spectrum00795,307,NA
Spectrum00796,307,NA
Spectrum00797,307,NA
Spectrum00798,307,NA
Spectrum00799,307,NA
Spectrum00800,307,NA
Spectrum00801,309,NA
Spectrum00802,309,NA
Spectrum00803,309,NA
Spectrum00804,309,NA
Spectrum00805,309,NA
Spectrum00806,309,NA
Spectrum00807,309,NA
Spectrum00808,309,NA
Spectrum00809,309,NA
Spectrum00810,309,NA
Spectrum00811,309,NA
Spectrum00812,309,NA
Spectrum00813,310,NA
Spectrum00814,310,NA
Spectrum00815,310,NA
Spectrum00816,310,NA
Spectrum00817,310,NA
Spectrum00818,310,NA
Spectrum00819,310,NA
Spectrum00820,310,NA
Spectrum00821,310,NA
Spectrum00822,310,NA
Spectrum00823,310,NA
Spectrum00824,310,NA
Spectrum00825,313,NA
Spectrum00826,313,NA
Spectrum00827,313,NA
Spectrum00828,313,NA
Spectrum00829,313,NA
Spectrum00830,313,NA
Spectrum00831,547,PB
Spectrum00832,547,PB
Spectrum00833,547,PB
Spectrum00834,547,PB
Spectrum00835,547,PB
Spectrum00836,547,PB
Spectrum00837,547,NA
Spectrum00838,547,NA
Spectrum00839,547,NA
Spectrum00840,547,NA
Spectrum00841,547,NA
Spectrum00842,547,NA
Spectrum00843,548,NA
Spectrum00844,548,NA
Spectrum00845,548,NA
Spectrum00846,548,NA
Spectrum00847,548,NA
Spectrum00848,548,NA
Spectrum00849,549,NA
Spectrum00850,549,NA
Spectrum00851,549,NA
Spectrum00852,549,NA
Spectrum00853,549,NA
Spectrum00854,549,NA
Spectrum00855,550,NA
Spectrum00856,550,NA
Spectrum00857,550,NA
Spectrum00858,550,NA
Spectrum00859,550,NA
Spectrum00860,550,NA
Spectrum00861,551,NA
Spectrum00863,551,NA
Spectrum00864,551,NA
Spectrum00865,551,NA
Spectrum00866,551,NA
Spectrum00867,551,NA
Spectrum00868,552,NA
Spectrum00869,552,NA
Spectrum00870,552,NA
Spectrum00871,552,NA
Spectrum00872,552,NA
Spectrum00873,552,NA
Spectrum00874,553,PB
Spectrum00875,553,PB
Spectrum00876,553,NA
Spectrum00877,553,NA
Spectrum00878,553,NA
Spectrum00879,553,NA
Spectrum00880,553,NA
Spectrum00881,553,NA
Spectrum00882,554,NA
Spectrum00883,554,NA
Spectrum00884,554,NA
Spectrum00885,554,NA
Spectrum00886,554,NA
Spectrum00887,554,NA
Spectrum00888,555,NA
Spectrum00889,555,NA
Spectrum00890,555,NA
Spectrum00891,555,NA
Spectrum00892,555,NA
Spectrum00893,555,NA
Spectrum00894,556,NA
Spectrum00895,556,NA
Spectrum00896,556,NA
Spectrum00897,556,NA
Spectrum00898,556,NA
Spectrum00899,556,NA
Spectrum00900,557,NA
Spectrum00901,557,NA
Spectrum00902,557,NA
Spectrum00903,557,NA
Spectrum00904,557,NA
Spectrum00905,557,NA
Spectrum00906,558,NA
Spectrum00907,558,NA
Spectrum00908,558,NA
Spectrum00909,558,NA
Spectrum00910,558,NA
Spectrum00911,558,NA
Spectrum00912,559,NA
Spectrum00913,559,NA
Spectrum00914,559,NA
Spectrum00915,559,NA
Spectrum00916,559,NA
Spectrum00917,559,NA
Spectrum00918,560,NA
Spectrum00919,560,NA
Spectrum00920,560,NA
Spectrum00921,560,NA
Spectrum00922,560,NA
Spectrum00923,560,NA
Spectrum00924,561,NA
Spectrum00925,561,NA
Spectrum00926,561,NA
Spectrum00927,561,NA
Spectrum00928,561,NA
Spectrum00929,561,NA
Spectrum00930,562,NA
Spectrum00931,562,NA
Spectrum00932,562,NA
Spectrum00933,562,NA
Spectrum00934,562,NA
Spectrum00935,562,NA
Spectrum00936,564,NA
Spectrum00937,564,NA
Spectrum00938,564,NA
Spectrum00939,564,NA
Spectrum00940,564,NA
Spectrum00941,564,NA
Spectrum00942,565,NA
Spectrum00943,565,NA
Spectrum00944,565,NA
Spectrum00945,565,NA
Spectrum00946,565,NA
Spectrum00947,565,NA
Spectrum00948,566,NA
Spectrum00949,566,NA
Spectrum00950,566,NA
Spectrum00951,566,NA
Spectrum00952,566,NA
Spectrum00953,566,NA
Spectrum00954,567,NA
Spectrum00955,567,NA
Spectrum00956,567,NA
Spectrum00957,567,NA
Spectrum00958,567,NA
Spectrum00959,567,NA
Spectrum00960,568,NA
Spectrum00961,568,NA
Spectrum00962,568,NA
Spectrum00963,568,NA
Spectrum00964,568,NA
Spectrum00965,568,NA
Spectrum00966,569,NA
Spectrum00967,569,NA
Spectrum00968,569,NA
Spectrum00969,569,NA
Spectrum00970,569,NA
Spectrum00971,569,NA
Spectrum00972,570,NA
Spectrum00973,570,NA
Spectrum00974,570,NA
Spectrum00975,570,NA
Spectrum00976,570,NA
Spectrum00977,570,NA
Spectrum00978,573,NA
Spectrum00979,573,NA
Spectrum00980,573,NA
Spectrum00981,573,NA
Spectrum00982,573,NA
Spectrum00983,573,NA
Spectrum00984,574,PB
Spectrum00985,574,NA
Spectrum00986,574,NA
Spectrum00987,574,NA
Spectrum00988,574,NA
Spectrum00989,574,NA
Spectrum00990,574,NA
Spectrum00991,575,NA
Spectrum00992,575,NA
Spectrum00993,575,NA
Spectrum00994,575,NA
Spectrum00995,575,NA
Spectrum00996,575,NA
Spectrum00997,577,NA
Spectrum00998,577,NA
Spectrum00999,577,NA
Spectrum01000,577,NA
Spectrum01001,577,NA
Spectrum01002,577,NA
Spectrum01003,579,NA
Spectrum01004,579,NA
Spectrum01005,579,NA
Spectrum01006,579,NA
Spectrum01007,579,NA
Spectrum01008,579,NA
Spectrum01009,580,NA
Spectrum01010,580,NA
Spectrum01011,580,NA
Spectrum01012,580,NA
Spectrum01013,580,NA
Spectrum01014,580,NA
Spectrum01015,581,NA
Spectrum01016,581,NA
Spectrum01017,581,NA
Spectrum01018,581,NA
Spectrum01019,581,NA
Spectrum01020,581,NA
Spectrum01021,582,NA
Spectrum01022,582,NA
Spectrum01023,582,NA
Spectrum01024,582,NA
Spectrum01025,582,NA
Spectrum01026,582,NA
Spectrum01027,583,NA
Spectrum01028,583,NA
Spectrum01029,583,NA
Spectrum01030,583,NA
Spectrum01031,583,NA
Spectrum01032,583,NA
Spectrum01033,584,NA
Spectrum01034,584,NA
Spectrum01035,584,NA
Spectrum01036,584,NA
Spectrum01037,584,NA
Spectrum01038,584,NA
Spectrum01039,585,NA
Spectrum01040,585,NA
Spectrum01041,585,NA
Spectrum01042,585,NA
Spectrum01043,585,NA
Spectrum01044,585,NA
Spectrum01045,586,NA
Spectrum01046,586,NA
Spectrum01047,586,NA
Spectrum01048,586,NA
Spectrum01049,586,NA
Spectrum01050,586,NA
Spectrum01051,587,NA
Spectrum01052,587,NA
Spectrum01053,587,NA
Spectrum01054,587,NA
Spectrum01055,587,NA
Spectrum01056,587,NA
Spectrum01057,588,NA
Spectrum01058,588,NA
Spectrum01059,588,NA
Spectrum01060,588,NA
Spectrum01061,588,NA
Spectrum01062,588,NA
Spectrum01063,590,NA
Spectrum01064,590,NA
Spectrum01065,590,NA
Spectrum01066,590,NA
Spectrum01067,590,NA
Spectrum01068,590,NA
Spectrum01069,591,NA
Spectrum01070,591,NA
Spectrum01071,591,NA
Spectrum01072,591,NA
Spectrum01073,591,NA
Spectrum01074,591,NA
Spectrum01075,592,NA
Spectrum01076,592,NA
Spectrum01077,592,NA
Spectrum01078,592,NA
Spectrum01079,592,NA
