spectre,azote
Spectrum00420,3.0639
Spectrum00421,3.4271
Spectrum00422,2.7745
Spectrum00423,3.0311
Spectrum00424,2.719
Spectrum00425,3.1171
Spectrum00426,2.3986
Spectrum00427,2.5326
Spectrum00428,2.3222
Spectrum00429,2.9234
Spectrum00430,2.4955
Spectrum00431,3.0084
Spectrum00432,2.4806
Spectrum00433,2.9508
Spectrum00434,2.6459
Spectrum00435,3.0346
Spectrum00436,2.5987
Spectrum00437,3.0074
Spectrum00438,2.7971
Spectrum00439,3.1921
Spectrum00440,2.5792
Spectrum00441,2.9343
Spectrum00442,2.5533
Spectrum00443,3.105
Spectrum00444,2.7653
Spectrum00445,3.0741
Spectrum00446,2.4914
Spectrum00447,3.0457
Spectrum00448,2.8332
Spectrum00449,3.1684
Spectrum00450,2.6244
Spectrum00451,3.213
Spectrum00452,2.6762
Spectrum00453,3.1028
Spectrum00454,2.5696
Spectrum00455,3.0959
Spectrum00456,2.535
Spectrum00457,2.9088
Spectrum00458,2.6575
Spectrum00459,3.0818
Spectrum00460,2.9198
Spectrum00461,3.3018
Spectrum00462,2.8351
Spectrum00463,3.1917
Spectrum00464,2.9706
Spectrum00465,3.3977
Spectrum00466,2.5399
Spectrum00467,2.9394
Spectrum00468,2.7808
Spectrum00469,3.1948
Spectrum00470,2.7271
Spectrum00471,3.1755
Spectrum00472,2.3002
Spectrum00473,2.9782
Spectrum00474,2.5311
Spectrum00475,3.0384
Spectrum00476,2.5735
Spectrum00477,3.1593
Spectrum00478,2.9999
Spectrum00479,3.2743
Spectrum00480,3.2532
Spectrum00481,3.5013
Spectrum00482,2.4178
Spectrum00483,3.0545
Spectrum00484,3.1446
Spectrum00485,3.5464
Spectrum00486,2.3202
Spectrum00487,2.9828
Spectrum00488,3.6244
Spectrum00489,3.6364
Spectrum00490,2.2577
Spectrum00491,2.8257
Spectrum00492,2.2837
Spectrum00493,2.8217
Spectrum00494,2.2116
Spectrum00495,2.7763
Spectrum00496,2.4701
Spectrum00497,2.9797
Spectrum00498,2.6804
Spectrum00499,3.0569
Spectrum00500,2.6739
Spectrum00501,3.1192
Spectrum00502,2.6251
Spectrum00503,3.0118
Spectrum00504,2.7542
Spectrum00505,3.1874
Spectrum00506,2.7278
Spectrum00507,2.9435
Spectrum00508,3.0918
Spectrum00509,3.3371
Spectrum00510,2.5598
Spectrum00511,3.1159
Spectrum00512,2.9413
Spectrum00513,3.4318
Spectrum00514,3.2102
Spectrum00515,3.7077
Spectrum00516,2.9694
Spectrum00517,3.3728
Spectrum00518,3.1569
Spectrum00519,3.3565
Spectrum00520,3.0099
Spectrum00521,3.3566
Spectrum00522,3.0439
Spectrum00523,3.576
Spectrum00524,2.5549
Spectrum00525,3.0245
Spectrum00526,2.5362
Spectrum00527,3.0076
Spectrum00528,2.9869
Spectrum00529,3.2479
Spectrum00530,2.8116
Spectrum00531,3.147
Spectrum00532,2.6161
Spectrum00533,3.1243
Spectrum00534,2.7354
Spectrum00535,3.2378
Spectrum00536,3.0571
Spectrum00537,3.3026
Spectrum00538,2.8318
Spectrum00539,3.3472
Spectrum00540,3.1111
Spectrum00541,3.4623
Spectrum00542,2.6885
Spectrum00543,3.2856
Spectrum00544,2.5321
Spectrum00545,2.8617
Spectrum00546,2.8586
Spectrum00547,3.0535
Spectrum00548,2.7564
Spectrum00549,3.1031
Spectrum00550,2.9507
Spectrum00551,3.4369
Spectrum00552,2.8369
Spectrum00553,3.252
Spectrum00554,2.5785
Spectrum00555,2.9862
Spectrum00556,2.5996
Spectrum00557,2.9247
Spectrum00558,2.2401
Spectrum00559,2.5414
Spectrum00560,2.3817
Spectrum00561,2.8733
Spectrum00562,2.3868
Spectrum00563,2.6705
Spectrum00564,2.8044
Spectrum00565,3.1202
Spectrum00566,2.5267
Spectrum00567,2.7804
Spectrum00568,2.2153
Spectrum00569,2.6359
Spectrum00570,3.0552
Spectrum00571,3.3496
Spectrum00572,2.9262
Spectrum00573,3.231
Spectrum00574,3.0564
Spectrum00575,3.3147
Spectrum00576,3.1257
Spectrum00577,3.4832
Spectrum00578,2.5687
Spectrum00579,3.0547
Spectrum00580,2.3564
Spectrum00581,2.8126
Spectrum00582,2.2471
Spectrum00583,2.7657
Spectrum00584,2.4771
Spectrum00585,2.9674
Spectrum00586,2.7099
Spectrum00587,3.0895
Spectrum00588,2.7534
Spectrum00589,3.0274
Spectrum00590,2.3944
Spectrum00591,2.5979
Spectrum00592,2.2987
Spectrum00593,2.5693
Spectrum00594,2.1776
Spectrum00595,2.2941
Spectrum00596,2.8536
Spectrum00597,3.0263
Spectrum00598,2.4186
Spectrum00599,2.9346
Spectrum00600,3.2772
Spectrum00601,3.3295
Spectrum00602,2.3646
Spectrum00603,2.6838
Spectrum00604,2.5585
Spectrum00605,2.903
Spectrum00606,2.3561
Spectrum00607,2.7721
Spectrum00608,3.0343
Spectrum00609,3.1689
Spectrum00610,2.7251
Spectrum00611,2.9609
Spectrum00612,2.5985
Spectrum00613,2.8557
Spectrum00614,2.6842
Spectrum00615,3.0512
Spectrum00616,2.7314
Spectrum00617,3.2395
Spectrum00618,2.6308
Spectrum00619,3.1239
Spectrum00620,2.329
Spectrum00621,2.8797
Spectrum00622,2.9957
Spectrum00623,3.2155
Spectrum00624,2.3666
Spectrum00625,2.7447
Spectrum00626,2.4585
Spectrum00627,2.6671
Spectrum00628,2.371
Spectrum00629,2.6393
Spectrum00630,2.2149
Spectrum00631,2.7044
Spectrum00632,2.3016
Spectrum00633,2.7993
Spectrum00634,2.1937
Spectrum00635,2.639
Spectrum00636,2.8866
Spectrum00637,3.157
Spectrum00638,2.5702
Spectrum00639,2.9206
Spectrum00640,2.3377
Spectrum00641,2.7257
Spectrum00642,2.9384
Spectrum00643,3.249
Spectrum00644,2.5913
Spectrum00645,2.8584
Spectrum00646,2.5356
Spectrum00647,2.8207
Spectrum00648,2.4699
Spectrum00649,2.8907
Spectrum00650,2.3277
Spectrum00651,2.7503
Spectrum00652,2.7211
Spectrum00653,2.6328
Spectrum00654,2.4149
Spectrum00655,2.8545
Spectrum00656,2.495
Spectrum00657,2.6747
Spectrum00658,2.1379
Spectrum00659,2.5705
Spectrum00660,2.202
Spectrum00661,2.7108
Spectrum00662,2.5446
Spectrum00663,2.7813
Spectrum00664,2.6143
Spectrum00665,2.9682
Spectrum00666,2.8316
Spectrum00667,3.0772
Spectrum00668,2.6716
Spectrum00669,3.0952
Spectrum00670,2.8631
Spectrum00671,3.0215
Spectrum00672,2.6966
Spectrum00673,3.1389
Spectrum00674,2.7
Spectrum00675,2.9585
Spectrum00676,2.7902
Spectrum00677,3.1232
Spectrum00678,2.5998
Spectrum00679,3.0597
Spectrum00680,3.0114
Spectrum00681,3.1236
Spectrum00682,2.3146
Spectrum00683,2.9277
Spectrum00684,2.8244
Spectrum00685,3.1293
Spectrum00686,2.6459
Spectrum00687,3.2946
Spectrum00688,3.1158
Spectrum00689,3.4893
Spectrum00690,2.7603
Spectrum00691,3.0292
Spectrum00692,2.3417
Spectrum00693,2.6585
Spectrum00694,3.2335
Spectrum00695,3.4918
Spectrum00696,2.2938
Spectrum00697,2.8348
Spectrum00698,2.4893
Spectrum00699,2.8657
Spectrum00700,2.4803
Spectrum00701,2.9224
Spectrum00702,3.2782
Spectrum00703,3.5942
Spectrum00704,2.6537
Spectrum00705,2.9692
Spectrum00706,2.6219
Spectrum00707,3.1191
Spectrum00708,2.2786
Spectrum00709,2.5808
Spectrum00710,2.983
Spectrum00711,3.1713
Spectrum00712,2.5775
Spectrum00713,2.7836
Spectrum00714,2.6238
Spectrum00715,2.9324
Spectrum00716,2.6688
Spectrum00717,3.0141
Spectrum00718,2.7516
Spectrum00719,2.8769
Spectrum00720,2.6303
Spectrum00721,3.0644
Spectrum00722,2.5119
Spectrum00723,2.5884
Spectrum00724,2.5053
Spectrum00725,3.0586
Spectrum00726,2.5475
Spectrum00727,2.859
Spectrum00728,3.1241
Spectrum00729,3.4576
Spectrum00730,2.3837
Spectrum00731,2.905
Spectrum00732,2.0414
Spectrum00733,2.5849
Spectrum00734,2.3367
Spectrum00735,2.83
Spectrum00736,2.1054
Spectrum00737,2.7683
Spectrum00738,2.5197
Spectrum00739,2.9427
Spectrum00740,3.2961
Spectrum00741,3.3818
Spectrum00742,2.4959
Spectrum00743,2.8318
Spectrum00744,2.5401
Spectrum00745,2.9155
Spectrum00746,2.8034
Spectrum00747,3.0967
Spectrum00748,3.0728
Spectrum00749,3.4001
Spectrum00750,3.0457
Spectrum00751,3.2713
Spectrum00752,2.8207
Spectrum00753,1.996
Spectrum00754,3.0542
Spectrum00755,2.8569
Spectrum00756,3.3928
Spectrum00757,3.0484
Spectrum00758,3.205
Spectrum00759,3.2963
Spectrum00760,3.4715
Spectrum00761,2.5458
Spectrum00762,2.9821
Spectrum00763,2.9077
Spectrum00764,3.1445
Spectrum00765,2.3237
Spectrum00766,2.7941
Spectrum00767,2.7262
Spectrum00768,3.1921
Spectrum00769,2.6326
Spectrum00770,2.965
Spectrum00771,3.1235
Spectrum00772,3.4283
Spectrum00773,2.7617
Spectrum00774,3.2765
Spectrum00775,3.096
Spectrum00776,3.4417
Spectrum00777,2.6625
Spectrum00778,2.8386
Spectrum00779,2.2688
Spectrum00780,2.8121
Spectrum00781,2.5535
Spectrum00782,2.9106
Spectrum00783,2.2763
Spectrum00784,2.7086
Spectrum00785,2.5951
Spectrum00786,2.9413
Spectrum00787,2.6848
Spectrum00788,3.0448
Spectrum00789,2.8438
Spectrum00790,3.1538
Spectrum00791,2.5871
Spectrum00792,2.9456
Spectrum00793,2.8777
Spectrum00794,3.1216
Spectrum00795,2.4996
Spectrum00796,2.6909
Spectrum00797,2.4836
Spectrum00798,2.9513
Spectrum00799,2.1804
Spectrum00800,2.5432
Spectrum00801,2.537
Spectrum00802,2.8818
Spectrum00803,2.6263
Spectrum00804,2.8121
Spectrum00805,2.8085
Spectrum00806,2.9543
Spectrum00807,2.7131
Spectrum00808,2.981
Spectrum00809,2.579
Spectrum00810,2.8318
Spectrum00811,2.3982
Spectrum00812,2.7415
Spectrum00813,2.884
Spectrum00814,3.1428
Spectrum00815,2.958
Spectrum00816,3.2347
Spectrum00817,2.5176
Spectrum00818,2.7432
Spectrum00819,2.72
Spectrum00820,2.9007
Spectrum00821,2.2847
Spectrum00822,2.5775
Spectrum00823,2.3411
Spectrum00824,2.958
Spectrum00825,6.3805
Spectrum00826,9.5325
Spectrum00827,4.5556
Spectrum00828,3.5024
Spectrum00829,3.9189
Spectrum00830,3.6309
Spectrum00831,2.2063
Spectrum00832,1.8926
Spectrum00833,4.0679
Spectrum00834,2.3363
Spectrum00835,3.8223
Spectrum00836,3.8565
Spectrum00837,3.2775
Spectrum00838,3.1705
Spectrum00839,3.2374
Spectrum00840,3.3298
Spectrum00841,3.4691
Spectrum00842,3.139
Spectrum00843,3.3133
Spectrum00844,3.3008
Spectrum00845,3.8612
Spectrum00846,3.7722
Spectrum00847,3.8961
Spectrum00848,3.7955
Spectrum00849,3.1727
Spectrum00850,3.9857
Spectrum00851,3.8107
Spectrum00852,3.2519
Spectrum00853,3.8313
Spectrum00854,3.434
Spectrum00855,3.1469
Spectrum00856,3.2232
Spectrum00857,3.1139
Spectrum00858,3.1776
Spectrum00859,3.5354
Spectrum00860,3.2252
Spectrum00861,3.7785
Spectrum00862,3.5086
Spectrum00863,3.3894
Spectrum00864,3.3665
Spectrum00865,3.1629
Spectrum00866,3.3221
Spectrum00867,3.1126
Spectrum00868,3.319
Spectrum00869,3.0627
Spectrum00870,3.1778
Spectrum00871,3.4791
Spectrum00872,3.5649
Spectrum00873,3.1541
Spectrum00874,2.9002
Spectrum00875,3.0297
Spectrum00876,3.0261
Spectrum00877,2.9502
Spectrum00878,3.0951
Spectrum00879,2.8765
Spectrum00880,1.7802
Spectrum00881,3.2179
Spectrum00882,3.7193
Spectrum00883,3.3064
Spectrum00884,3.9295
Spectrum00885,3.0549
Spectrum00886,3.7786
Spectrum00887,3.0688
Spectrum00888,3.4614
Spectrum00889,3.7697
Spectrum00890,3.5091
Spectrum00891,3.552
Spectrum00892,3.3338
Spectrum00893,3.4018
Spectrum00894,3.2236
Spectrum00895,3.3026
Spectrum00896,3.3192
Spectrum00897,3.6454
Spectrum00898,3.2982
Spectrum00899,3.6021
Spectrum00900,3.6786
Spectrum00901,1.3926
Spectrum00902,4.0854
Spectrum00903,3.7472
Spectrum00904,3.7828
Spectrum00905,3.6428
Spectrum00906,2.8344
Spectrum00907,3.9325
Spectrum00908,3.6497
Spectrum00909,3.6713
Spectrum00910,3.9367
Spectrum00911,3.9166
Spectrum00912,3.9385
Spectrum00913,3.3166
Spectrum00914,3.488
Spectrum00915,3.5075
Spectrum00916,3.3781
Spectrum00917,3.634
Spectrum00918,3.875
Spectrum00919,3.4063
Spectrum00920,2.7408
Spectrum00921,3.1681
Spectrum00922,3.4678
Spectrum00923,3.6362
Spectrum00924,3.0316
Spectrum00925,3.3754
Spectrum00926,3.8205
Spectrum00927,3.5015
Spectrum00928,3.3428
Spectrum00929,3.3984
Spectrum00930,3.6755
Spectrum00931,3.2757
Spectrum00932,3.7226
Spectrum00933,3.3344
Spectrum00934,3.196
Spectrum00935,3.4383
Spectrum00936,3.4119
Spectrum00937,4.014
Spectrum00938,3.6918
Spectrum00939,3.9082
Spectrum00940,3.1812
Spectrum00941,3.6688
Spectrum00942,3.7108
Spectrum00943,3.3346
Spectrum00944,3.7402
Spectrum00945,3.1857
Spectrum00946,3.6186
Spectrum00947,3.7321
Spectrum00948,3.7597
Spectrum00949,3.4429
Spectrum00950,3.6752
Spectrum00951,3.704
Spectrum00952,3.8188
Spectrum00953,3.446
Spectrum00954,3.4389
Spectrum00955,3.5895
Spectrum00956,3.3242
Spectrum00957,2.9721
Spectrum00958,3.6148
Spectrum00959,3.3282
Spectrum00960,3.5853
Spectrum00961,3.4734
Spectrum00962,3.1923
Spectrum00963,3.3529
Spectrum00964,3.6371
Spectrum00965,3.6453
Spectrum00966,3.3694
Spectrum00967,3.1835
Spectrum00968,3.4079
Spectrum00969,3.5993
Spectrum00970,3.2779
Spectrum00971,3.1934
Spectrum00972,4.1165
Spectrum00973,3.8757
Spectrum00974,3.7707
Spectrum00975,3.0766
Spectrum00976,3.7931
Spectrum00977,2.9607
Spectrum00978,3.2731
Spectrum00979,3.0118
Spectrum00980,3.1008
Spectrum00981,3.1019
Spectrum00982,3.285
Spectrum00983,2.903
Spectrum00984,3.4072
Spectrum00985,3.5131
Spectrum00986,3.6208
Spectrum00987,3.549
Spectrum00988,3.6126
Spectrum00989,5.6724
Spectrum00990,3.8738
Spectrum00991,3.4318
Spectrum00992,4.1882
Spectrum00993,3.3007
Spectrum00994,3.4964
Spectrum00995,3.3168
Spectrum00996,3.25
Spectrum00997,4.5447
Spectrum00998,3.7926
Spectrum00999,3.6361
Spectrum01000,3.2077
Spectrum01001,3.5244
Spectrum01002,3.1886
Spectrum01003,3.3971
Spectrum01004,4.0554
Spectrum01005,3.2305
Spectrum01006,3.3388
Spectrum01007,3.9047
Spectrum01008,3.512
Spectrum01009,3.4687
Spectrum01010,3.0668
Spectrum01011,3.4682
Spectrum01012,3.8011
Spectrum01013,3.3267
Spectrum01014,3.2932
Spectrum01015,3.5329
Spectrum01016,3.5727
Spectrum01017,3.4467
Spectrum01018,3.3901
Spectrum01019,3.4592
Spectrum01020,3.3175
Spectrum01021,3.458
Spectrum01022,3.762
Spectrum01023,3.9254
Spectrum01024,4.0214
Spectrum01025,3.3274
Spectrum01026,3.4868
Spectrum01027,3.3203
Spectrum01028,4.2004
Spectrum01029,3.8989
Spectrum01030,3.7759
Spectrum01031,3.6855
Spectrum01032,3.7568
Spectrum01033,3.7306
Spectrum01034,3.6167
Spectrum01035,3.7702
Spectrum01036,4.0251
Spectrum01037,3.7185
Spectrum01038,3.4935
Spectrum01039,3.6736
Spectrum01040,3.8631
Spectrum01041,2.8962
Spectrum01042,3.8142
Spectrum01043,3.9491
Spectrum01044,3.7077
Spectrum01045,3.5056
Spectrum01046,3.6578
Spectrum01047,3.5648
Spectrum01048,3.3512
Spectrum01049,3.3827
Spectrum01050,3.8718
Spectrum01051,3.494
Spectrum01052,3.5083
Spectrum01053,3.5236
Spectrum01054,3.2641
Spectrum01055,3.8204
Spectrum01056,3.444
Spectrum01057,3.6516
Spectrum01058,3.4601
Spectrum01059,3.2359
Spectrum01060,3.2281
Spectrum01061,3.4024
Spectrum01062,3.4753
Spectrum01063,3.7421
Spectrum01064,3.5728
Spectrum01065,3.229
Spectrum01066,3.6608
Spectrum01067,3.8074
Spectrum01068,3.6287
Spectrum01069,3.1835
Spectrum01070,3.0968
Spectrum01071,3.1856
Spectrum01072,2.9733
Spectrum01073,2.8763
Spectrum01074,3.6017
Spectrum01075,3.2528
Spectrum01076,3.5618
Spectrum01077,3.5789
Spectrum01078,3.1931
Spectrum01079,3.0855
Spectrum01080,3.2963
Spectrum01081,3.4641
Spectrum01082,3.6679
Spectrum01083,3.8084
