spectre,rhyzotube ,comment
Spectrum00094,180,NA
Spectrum00095,180,NA
Spectrum00096,180,NA
Spectrum00097,183,NA
Spectrum00098,183,NA
Spectrum00099,183,NA
Spectrum00100,183,NA
Spectrum00101,183,NA
Spectrum00102,183,NA
Spectrum00103,184,NA
Spectrum00104,184,NA
Spectrum00105,184,NA
Spectrum00106,184,NA
Spectrum00107,184,NA
Spectrum00108,184,NA
Spectrum00109,185,NA
Spectrum00110,185,NA
Spectrum00111,185,NA
Spectrum00112,185,NA
Spectrum00113,185,NA
Spectrum00114,185,NA
Spectrum00115,186,NA
Spectrum00116,186,NA
Spectrum00117,186,NA
Spectrum00118,186,NA
Spectrum00119,186,NA
Spectrum00120,186,NA
Spectrum00121,187,NA
Spectrum00122,187,NA
Spectrum00123,187,NA
Spectrum00124,187,NA
Spectrum00125,187,NA
Spectrum00126,187,NA
Spectrum00127,188,NA
Spectrum00128,188,NA
Spectrum00129,188,NA
Spectrum00130,188,NA
Spectrum00131,188,NA
Spectrum00132,188,NA
Spectrum00133,189,NA
Spectrum00134,189,NA
Spectrum00135,189,NA
Spectrum00136,189,NA
Spectrum00137,189,NA
Spectrum00138,189,NA
Spectrum00139,190,NA
Spectrum00140,190,NA
Spectrum00141,190,PB
Spectrum00142,190,NA
Spectrum00143,190,NA
Spectrum00144,190,NA
Spectrum00145,191,NA
Spectrum00146,191,NA
Spectrum00147,191,NA
Spectrum00148,191,NA
Spectrum00149,191,NA
Spectrum00150,191,NA
Spectrum00151,192,NA
Spectrum00152,192,NA
Spectrum00153,192,NA
Spectrum00154,192,NA
Spectrum00155,192,NA
Spectrum00156,192,NA
Spectrum00157,193,NA
Spectrum00158,193,NA
Spectrum00159,193,NA
Spectrum00160,193,NA
Spectrum00161,193,NA
Spectrum00162,193,NA
Spectrum00163,194,NA
Spectrum00164,194,NA
Spectrum00165,194,NA
Spectrum00167,194,NA
Spectrum00168,194,NA
Spectrum00170,194,NA
Spectrum00171,195,NA
Spectrum00172,195,NA
Spectrum00173,195,NA
Spectrum00174,195,NA
Spectrum00175,195,NA
Spectrum00176,195,NA
Spectrum00177,196,NA
Spectrum00178,196,NA
Spectrum00179,196,NA
Spectrum00181,196,NA
Spectrum00182,196,NA
Spectrum00183,196,NA
Spectrum00184,197,NA
Spectrum00185,197,NA
Spectrum00186,197,NA
Spectrum00187,197,NA
Spectrum00188,197,NA
Spectrum00189,197,NA
Spectrum00190,198,NA
Spectrum00191,198,NA
Spectrum00192,198,NA
Spectrum00193,198,NA
Spectrum00194,198,NA
Spectrum00195,198,NA
Spectrum00196,199,NA
Spectrum00197,199,NA
Spectrum00198,199,NA
Spectrum00199,199,NA
Spectrum00200,199,NA
Spectrum00201,199,NA
Spectrum00202,200,NA
Spectrum00203,200,NA
Spectrum00204,200,NA
Spectrum00205,200,NA
Spectrum00206,200,NA
Spectrum00207,200,NA
Spectrum00208,201,NA
Spectrum00209,201,NA
Spectrum00210,201,NA
Spectrum00211,201,NA
Spectrum00212,201,NA
Spectrum00213,201,NA
Spectrum00214,202,NA
Spectrum00215,202,NA
Spectrum00216,202,NA
Spectrum00217,202,NA
Spectrum00218,202,NA
Spectrum00219,202,NA
Spectrum00220,203,NA
Spectrum00221,203,NA
Spectrum00222,203,NA
Spectrum00223,203,NA
Spectrum00224,203,NA
Spectrum00225,203,NA
Spectrum00226,204,NA
Spectrum00227,204,NA
Spectrum00228,204,NA
Spectrum00229,204,NA
Spectrum00230,204,NA
Spectrum00231,204,NA
Spectrum00232,206,NA
Spectrum00233,206,NA
Spectrum00234,206,NA
Spectrum00235,206,NA
Spectrum00236,206,NA
Spectrum00237,206,NA
Spectrum00238,209,NA
Spectrum00239,209,NA
Spectrum00240,209,NA
Spectrum00241,209,NA
Spectrum00242,209,NA
Spectrum00243,209,NA
Spectrum00244,210,NA
Spectrum00245,210,NA
Spectrum00246,210,NA
Spectrum00247,210,NA
Spectrum00248,210,NA
Spectrum00249,210,NA
Spectrum00250,211,NA
Spectrum00252,211,NA
Spectrum00253,211,NA
Spectrum00254,211,NA
Spectrum00255,211,NA
Spectrum00256,211,NA
Spectrum00257,212,NA
Spectrum00258,212,NA
Spectrum00259,212,NA
Spectrum00260,212,NA
Spectrum00261,212,NA
Spectrum00262,212,NA
Spectrum00263,213,NA
Spectrum00264,213,NA
Spectrum00265,213,NA
Spectrum00266,213,NA
Spectrum00267,213,NA
Spectrum00268,213,NA
Spectrum00269,214,NA
Spectrum00270,214,NA
Spectrum00271,214,NA
Spectrum00272,214,NA
Spectrum00273,214,NA
Spectrum00274,214,NA
Spectrum00275,215,NA
Spectrum00276,215,NA
Spectrum00277,215,NA
Spectrum00278,215,NA
Spectrum00279,215,NA
Spectrum00280,215,NA
Spectrum00281,216,NA
Spectrum00282,216,NA
Spectrum00283,216,NA
Spectrum00284,216,NA
Spectrum00285,216,NA
Spectrum00286,216,NA
Spectrum00287,217,NA
Spectrum00288,217,NA
Spectrum00289,217,NA
Spectrum00290,217,NA
Spectrum00291,217,NA
Spectrum00292,217,NA
Spectrum00293,218,NA
Spectrum00294,218,NA
Spectrum00295,218,NA
Spectrum00296,218,NA
Spectrum00297,218,NA
Spectrum00298,218,NA
Spectrum00299,219,NA
Spectrum00300,219,NA
Spectrum00301,219,NA
Spectrum00302,219,NA
Spectrum00303,219,NA
Spectrum00304,219,NA
Spectrum00305,220,NA
Spectrum00306,220,NA
Spectrum00307,220,NA
Spectrum00308,220,NA
Spectrum00309,220,NA
Spectrum00310,220,NA
Spectrum00311,221,NA
Spectrum00312,221,NA
Spectrum00313,221,NA
Spectrum00314,221,NA
Spectrum00315,221,NA
Spectrum00316,221,NA
Spectrum00317,222,NA
Spectrum00318,222,NA
Spectrum00319,222,NA
Spectrum00320,222,NA
Spectrum00321,222,NA
Spectrum00322,222,NA
Spectrum00323,223,NA
Spectrum00324,223,NA
Spectrum00325,223,NA
Spectrum00326,223,NA
Spectrum00327,223,NA
Spectrum00328,223,NA
Spectrum00329,224,NA
Spectrum00330,224,NA
Spectrum00331,224,NA
Spectrum00332,224,NA
Spectrum00333,224,NA
Spectrum00334,224,NA
Spectrum00335,225,NA
Spectrum00336,225,NA
Spectrum00337,225,NA
Spectrum00338,225,NA
Spectrum00339,225,NA
Spectrum00340,225,NA
Spectrum00341,226,NA
Spectrum00342,226,NA
Spectrum00343,226,NA
Spectrum00344,226,NA
Spectrum00345,226,NA
Spectrum00346,226,NA
Spectrum00347,227,NA
Spectrum00348,227,NA
Spectrum00349,227,NA
Spectrum00350,227,NA
Spectrum00351,227,NA
Spectrum00352,227,NA
Spectrum00353,228,NA
Spectrum00354,228,NA
Spectrum00355,228,NA
Spectrum00356,228,NA
Spectrum00357,228,NA
Spectrum00358,228,NA
Spectrum00359,229,NA
Spectrum00360,229,NA
Spectrum00361,229,NA
Spectrum00362,229,NA
Spectrum00363,229,NA
Spectrum00364,229,NA
Spectrum00365,230,NA
Spectrum00366,230,NA
Spectrum00367,230,NA
Spectrum00368,230,NA
Spectrum00369,230,NA
Spectrum00370,230,NA
Spectrum00371,231,NA
Spectrum00372,231,NA
Spectrum00373,231,NA
Spectrum00374,231,NA
Spectrum00375,231,NA
Spectrum00376,231,NA
Spectrum00377,232,NA
Spectrum00378,232,NA
Spectrum00379,232,NA
Spectrum00380,232,NA
Spectrum00381,232,NA
Spectrum00382,232,NA
Spectrum00383,469,NA
Spectrum00384,469,NA
Spectrum00385,469,NA
Spectrum00386,469,NA
Spectrum00387,469,NA
Spectrum00388,469,NA
Spectrum00389,470,NA
Spectrum00390,470,NA
Spectrum00391,470,NA
Spectrum00392,470,NA
Spectrum00393,470,NA
Spectrum00394,470,NA
Spectrum00395,471,NA
Spectrum00396,471,NA
Spectrum00397,471,NA
Spectrum00398,471,NA
Spectrum00399,471,NA
Spectrum00400,471,NA
Spectrum00401,472,NA
Spectrum00402,472,NA
Spectrum00403,472,NA
Spectrum00404,472,NA
Spectrum00405,472,NA
Spectrum00406,472,NA
Spectrum00407,473,NA
Spectrum00408,473,NA
Spectrum00409,473,NA
Spectrum00410,473,NA
Spectrum00411,473,NA
Spectrum00412,473,NA
Spectrum00413,474,NA
Spectrum00414,474,NA
Spectrum00415,474,NA
Spectrum00416,474,NA
Spectrum00417,474,NA
Spectrum00418,474,NA
Spectrum00419,475,NA
Spectrum00420,475,NA
Spectrum00421,475,NA
Spectrum00422,475,NA
Spectrum00423,475,NA
Spectrum00424,475,NA
Spectrum00425,476,NA
Spectrum00426,476,NA
Spectrum00427,476,NA
Spectrum00428,476,NA
Spectrum00429,476,NA
Spectrum00430,476,NA
Spectrum00431,477,NA
Spectrum00432,477,NA
Spectrum00433,477,NA
Spectrum00434,477,NA
Spectrum00435,477,NA
Spectrum00436,477,NA
Spectrum00437,478,NA
Spectrum00438,478,NA
Spectrum00439,478,NA
Spectrum00440,478,NA
Spectrum00441,478,NA
Spectrum00442,478,NA
Spectrum00443,479,NA
Spectrum00444,479,NA
Spectrum00445,479,NA
Spectrum00446,479,NA
Spectrum00447,479,NA
Spectrum00448,479,NA
Spectrum00449,480,PB
Spectrum00450,480,NA
Spectrum00451,480,NA
Spectrum00452,480,NA
Spectrum00453,480,NA
Spectrum00454,480,NA
Spectrum00455,480,NA
Spectrum00456,481,NA
Spectrum00457,481,NA
Spectrum00458,481,NA
Spectrum00459,481,NA
Spectrum00460,481,NA
Spectrum00461,481,NA
Spectrum00462,482,NA
Spectrum00463,482,NA
Spectrum00464,482,NA
Spectrum00465,482,NA
Spectrum00466,482,NA
Spectrum00467,482,NA
Spectrum00468,483,NA
Spectrum00469,483,NA
Spectrum00470,483,NA
Spectrum00471,483,NA
Spectrum00472,483,NA
Spectrum00473,483,NA
Spectrum00474,484,NA
Spectrum00475,484,NA
Spectrum00476,484,NA
Spectrum00477,484,NA
Spectrum00478,484,NA
Spectrum00479,484,NA
Spectrum00480,485,NA
Spectrum00481,485,NA
Spectrum00482,485,NA
Spectrum00484,485,NA
Spectrum00485,485,NA
Spectrum00486,485,NA
Spectrum00487,486,NA
Spectrum00488,486,NA
Spectrum00489,486,NA
Spectrum00490,486,NA
Spectrum00491,486,NA
Spectrum00492,486,NA
Spectrum00493,487,NA
Spectrum00494,487,NA
Spectrum00495,487,NA
Spectrum00496,487,NA
Spectrum00497,487,NA
Spectrum00498,487,NA
Spectrum00499,489,NA
Spectrum00500,489,NA
Spectrum00501,489,NA
Spectrum00502,489,NA
Spectrum00503,489,NA
Spectrum00504,489,NA
Spectrum00505,490,NA
Spectrum00506,490,NA
Spectrum00507,490,NA
Spectrum00508,490,NA
Spectrum00509,490,NA
Spectrum00510,490,NA
Spectrum00511,491,NA
Spectrum00512,491,NA
Spectrum00513,491,NA
Spectrum00514,491,NA
Spectrum00515,491,NA
Spectrum00516,491,NA
Spectrum00517,492,NA
Spectrum00518,492,NA
Spectrum00519,492,NA
Spectrum00520,492,NA
Spectrum00521,492,NA
Spectrum00522,492,NA
Spectrum00523,495,NA
Spectrum00524,495,NA
Spectrum00525,495,NA
Spectrum00526,495,NA
Spectrum00527,495,NA
Spectrum00528,495,NA
Spectrum00529,496,NA
Spectrum00530,496,NA
Spectrum00531,496,NA
Spectrum00532,496,NA
Spectrum00533,496,NA
Spectrum00534,496,NA
Spectrum00535,497,NA
Spectrum00536,497,NA
Spectrum00537,497,NA
Spectrum00538,497,NA
Spectrum00539,497,NA
Spectrum00540,497,NA
Spectrum00541,498,NA
Spectrum00542,498,NA
Spectrum00543,498,NA
Spectrum00544,498,NA
Spectrum00545,498,NA
Spectrum00546,498,NA
Spectrum00547,499,NA
Spectrum00548,499,NA
Spectrum00549,499,NA
Spectrum00550,499,NA
Spectrum00551,499,NA
Spectrum00552,499,NA
Spectrum00553,500,NA
Spectrum00554,500,NA
Spectrum00555,500,NA
Spectrum00556,500,NA
Spectrum00557,500,NA
Spectrum00558,500,NA
Spectrum00559,501,NA
Spectrum00560,501,NA
Spectrum00561,501,NA
Spectrum00562,501,NA
Spectrum00563,501,NA
Spectrum00564,501,NA
Spectrum00565,502,NA
Spectrum00566,502,NA
Spectrum00567,502,NA
Spectrum00568,502,NA
Spectrum00569,502,NA
Spectrum00570,502,NA
Spectrum00571,503,NA
Spectrum00572,503,NA
Spectrum00573,503,NA
Spectrum00574,503,NA
Spectrum00575,503,NA
Spectrum00576,503,NA
Spectrum00577,504,NA
Spectrum00578,504,NA
Spectrum00579,504,NA
Spectrum00580,504,NA
Spectrum00581,504,NA
Spectrum00582,504,NA
Spectrum00583,506,PB
Spectrum00584,506,PB
Spectrum00585,506,PB
Spectrum00586,506,PB
Spectrum00587,506,PB
Spectrum00588,506,PB
Spectrum00589,507,NA
Spectrum00590,507,NA
Spectrum00591,507,NA
Spectrum00592,507,NA
Spectrum00593,507,NA
Spectrum00594,507,NA
Spectrum00595,508,NA
Spectrum00596,508,NA
Spectrum00597,508,NA
Spectrum00598,508,NA
Spectrum00599,508,NA
Spectrum00600,508,NA
Spectrum00601,510,NA
Spectrum00602,510,NA
Spectrum00603,510,NA
Spectrum00604,510,NA
Spectrum00605,510,NA
Spectrum00606,510,NA
Spectrum00607,511,NA
Spectrum00608,511,NA
Spectrum00609,511,NA
Spectrum00610,511,NA
Spectrum00611,511,NA
Spectrum00612,511,NA
Spectrum00613,512,NA
Spectrum00614,512,NA
Spectrum00615,512,NA
Spectrum00616,512,NA
Spectrum00617,512,NA
Spectrum00618,512,NA
Spectrum00619,513,NA
Spectrum00620,513,NA
Spectrum00621,513,NA
Spectrum00622,513,NA
Spectrum00623,513,NA
Spectrum00624,513,NA
Spectrum00625,514,NA
Spectrum00626,514,NA
Spectrum00627,514,NA
Spectrum00628,514,NA
Spectrum00629,514,NA
Spectrum00630,514,NA
Spectrum00631,515,NA
Spectrum00632,515,NA
Spectrum00633,515,NA
Spectrum00634,515,NA
Spectrum00635,515,NA
Spectrum00636,515,NA
Spectrum00637,516,NA
Spectrum00638,516,NA
Spectrum00639,516,NA
Spectrum00640,516,NA
Spectrum00641,516,NA
Spectrum00642,516,NA
Spectrum00643,517,NA
Spectrum00644,517,NA
Spectrum00645,517,NA
Spectrum00646,517,NA
Spectrum00647,517,NA
Spectrum00648,517,NA
Spectrum00649,518,NA
Spectrum00650,518,NA
Spectrum00651,518,NA
Spectrum00652,518,NA
Spectrum00653,518,NA
Spectrum00654,518,NA
Spectrum00655,521,NA
Spectrum00656,521,NA
Spectrum00657,521,NA
Spectrum00658,521,NA
Spectrum00659,521,NA
Spectrum00660,521,NA
Spectrum00661,522,NA
Spectrum00662,522,NA
Spectrum00663,522,NA
Spectrum00664,522,NA
Spectrum00665,522,NA
Spectrum00666,522,NA
Spectrum00667,523,NA
Spectrum00668,523,NA
Spectrum00669,523,NA
Spectrum00670,523,NA
Spectrum00671,523,NA
Spectrum00672,523,NA
Spectrum00673,524,NA
Spectrum00674,524,NA
Spectrum00675,524,NA
Spectrum00676,524,NA
Spectrum00677,524,NA
Spectrum00678,524,NA
Spectrum00679,525,NA
Spectrum00680,525,NA
Spectrum00681,525,NA
Spectrum00682,525,NA
Spectrum00683,525,NA
Spectrum00684,525,NA
Spectrum00685,526,NA
Spectrum00686,526,NA
Spectrum00687,526,NA
Spectrum00688,526,NA
Spectrum00689,526,NA
Spectrum00690,526,NA
Spectrum00691,527,NA
Spectrum00692,527,NA
Spectrum00693,527,NA
Spectrum00694,527,NA
Spectrum00695,527,NA
Spectrum00696,527,NA
Spectrum00697,528,NA
Spectrum00698,528,NA
Spectrum00699,528,NA
Spectrum00700,528,NA
Spectrum00701,528,NA
Spectrum00702,528,NA
Spectrum00703,529,NA
Spectrum00704,529,NA
Spectrum00705,529,NA
Spectrum00706,529,NA
Spectrum00707,529,NA
Spectrum00708,529,NA
Spectrum00709,530,NA
Spectrum00710,530,NA
Spectrum00711,530,NA
Spectrum00712,530,NA
Spectrum00713,530,NA
Spectrum00714,530,NA
Spectrum00715,531,NA
Spectrum00716,531,NA
Spectrum00717,531,NA
Spectrum00718,531,NA
Spectrum00719,531,NA
Spectrum00720,531,NA
Spectrum00721,532,NA
Spectrum00722,532,NA
Spectrum00723,532,NA
Spectrum00724,532,NA
Spectrum00725,532,NA
Spectrum00726,532,NA
Spectrum00727,533,NA
Spectrum00728,533,NA
Spectrum00729,533,NA
Spectrum00730,533,NA
Spectrum00731,533,NA
Spectrum00732,533,NA
Spectrum00733,534,NA
Spectrum00734,534,NA
Spectrum00735,534,NA
Spectrum00736,534,NA
Spectrum00737,534,NA
Spectrum00738,534,NA
Spectrum00739,535,PB
Spectrum00740,535,NA
Spectrum00741,535,NA
Spectrum00742,535,NA
Spectrum00743,535,NA
Spectrum00744,535,NA
Spectrum00745,535,NA
Spectrum00746,536,NA
Spectrum00747,536,NA
Spectrum00748,536,NA
Spectrum00749,536,NA
Spectrum00750,536,NA
Spectrum00751,536,NA
Spectrum00752,537,NA
Spectrum00753,537,NA
Spectrum00754,537,NA
Spectrum00755,537,NA
Spectrum00756,537,NA
Spectrum00757,537,NA
Spectrum00758,538,NA
Spectrum00759,538,NA
Spectrum00760,538,NA
Spectrum00761,538,NA
Spectrum00762,538,NA
Spectrum00763,538,NA
Spectrum00764,539,NA
Spectrum00765,539,NA
Spectrum00766,539,NA
Spectrum00767,539,NA
Spectrum00768,539,NA
Spectrum00769,539,NA
Spectrum00770,540,NA
Spectrum00771,540,NA
Spectrum00772,540,NA
Spectrum00773,540,NA
Spectrum00774,540,NA
Spectrum00775,540,NA
Spectrum00776,541,NA
Spectrum00777,541,NA
Spectrum00778,541,NA
Spectrum00779,541,NA
Spectrum00780,541,NA
Spectrum00781,541,NA
Spectrum00782,542,NA
Spectrum00783,542,NA
Spectrum00784,542,NA
Spectrum00785,542,NA
Spectrum00786,542,NA
Spectrum00787,542,NA
Spectrum00788,543,NA
Spectrum00789,543,NA
Spectrum00790,543,NA
Spectrum00791,543,NA
Spectrum00792,543,NA
Spectrum00793,543,NA
Spectrum00794,544,NA
Spectrum00795,544,NA
Spectrum00796,544,NA
Spectrum00797,544,NA
Spectrum00798,544,NA
Spectrum00799,544,NA
Spectrum00800,157,NA
Spectrum00801,157,NA
Spectrum00802,157,NA
Spectrum00803,157,NA
Spectrum00804,157,NA
Spectrum00805,157,NA
Spectrum00806,158,NA
Spectrum00807,158,NA
Spectrum00808,158,NA
Spectrum00809,158,NA
Spectrum00810,158,NA
Spectrum00811,158,NA
Spectrum00812,159,NA
Spectrum00813,159,NA
Spectrum00814,159,NA
Spectrum00815,159,NA
Spectrum00816,159,NA
Spectrum00817,159,NA
Spectrum00818,160,NA
Spectrum00819,160,NA
Spectrum00820,160,NA
Spectrum00821,160,NA
Spectrum00822,160,NA
Spectrum00823,160,NA
Spectrum00824,161,NA
Spectrum00825,161,NA
Spectrum00826,161,NA
Spectrum00827,161,NA
Spectrum00828,161,NA
Spectrum00829,161,NA
Spectrum00830,162,NA
Spectrum00837,163,NA
Spectrum00838,163,NA
Spectrum00839,163,NA
Spectrum00840,163,NA
Spectrum00841,163,NA
Spectrum00842,164,NA
Spectrum00843,164,NA
Spectrum00844,164,NA
Spectrum00845,164,NA
Spectrum00846,164,NA
Spectrum00847,164,NA
