spectre,rhyzotube ,comment
Spectrum00083,92,NA
Spectrum00084,92,NA
Spectrum00085,93,NA
Spectrum00086,93,NA
Spectrum00087,93,NA
Spectrum00088,93,NA
Spectrum00089,93,NA
Spectrum00090,93,NA
Spectrum00091,94,NA
Spectrum00092,94,NA
Spectrum00093,94,NA
Spectrum00094,94,NA
Spectrum00095,94,NA
Spectrum00096,94,NA
Spectrum00097,95,NA
Spectrum00098,95,NA
Spectrum00099,95,NA
Spectrum00100,95,NA
Spectrum00101,95,NA
Spectrum00102,95,NA
Spectrum00103,96,NA
Spectrum00104,96,NA
Spectrum00105,96,NA
Spectrum00106,96,NA
Spectrum00107,96,NA
Spectrum00108,96,NA
Spectrum00109,97,NA
Spectrum00110,97,NA
Spectrum00111,97,NA
Spectrum00112,97,NA
Spectrum00114,97,NA
Spectrum00116,98,NA
Spectrum00117,98,NA
Spectrum00118,98,NA
Spectrum00119,98,NA
Spectrum00120,98,NA
Spectrum00121,98,NA
Spectrum00122,99,NA
Spectrum00123,99,NA
Spectrum00124,99,NA
Spectrum00125,99,NA
Spectrum00126,99,NA
Spectrum00127,99,NA
Spectrum00128,100,NA
Spectrum00129,100,NA
Spectrum00130,100,NA
Spectrum00131,100,NA
Spectrum00132,100,NA
Spectrum00133,100,NA
Spectrum00134,101,NA
Spectrum00135,101,NA
Spectrum00136,101,NA
Spectrum00137,101,NA
Spectrum00138,101,NA
Spectrum00139,101,NA
Spectrum00140,105,NA
Spectrum00141,105,NA
Spectrum00142,105,NA
Spectrum00143,105,NA
Spectrum00144,105,NA
Spectrum00145,105,NA
Spectrum00146,106,NA
Spectrum00147,106,NA
Spectrum00148,106,NA
Spectrum00149,106,NA
Spectrum00150,106,NA
Spectrum00151,106,NA
Spectrum00152,107,NA
Spectrum00153,107,NA
Spectrum00154,107,NA
Spectrum00155,107,NA
Spectrum00156,107,NA
Spectrum00157,107,NA
Spectrum00158,108,NA
Spectrum00159,108,NA
Spectrum00160,108,NA
Spectrum00161,108,NA
Spectrum00162,108,NA
Spectrum00163,108,NA
Spectrum00164,109,NA
Spectrum00165,109,NA
Spectrum00166,109,NA
Spectrum00167,109,NA
Spectrum00168,109,NA
Spectrum00169,109,NA
Spectrum00170,110,NA
Spectrum00171,110,NA
Spectrum00172,110,NA
Spectrum00173,110,NA
Spectrum00174,110,NA
Spectrum00175,110,NA
Spectrum00176,111,NA
Spectrum00177,111,NA
Spectrum00178,111,NA
Spectrum00179,111,NA
Spectrum00180,111,NA
Spectrum00181,111,NA
Spectrum00182,112,NA
Spectrum00183,112,NA
Spectrum00184,112,NA
Spectrum00185,112,NA
Spectrum00186,112,NA
Spectrum00187,112,NA
Spectrum00188,113,NA
Spectrum00189,113,NA
Spectrum00190,113,NA
Spectrum00191,113,NA
Spectrum00192,113,NA
Spectrum00193,113,NA
Spectrum00194,114,NA
Spectrum00195,114,NA
Spectrum00196,114,NA
Spectrum00197,114,NA
Spectrum00198,114,NA
Spectrum00199,114,NA
Spectrum00200,116,NA
Spectrum00201,116,NA
Spectrum00202,116,NA
Spectrum00203,116,NA
Spectrum00204,116,NA
Spectrum00205,116,NA
Spectrum00206,117,NA
Spectrum00207,117,NA
Spectrum00208,117,NA
Spectrum00209,117,NA
Spectrum00210,117,NA
Spectrum00211,117,NA
Spectrum00212,118,NA
Spectrum00213,118,NA
Spectrum00214,118,NA
Spectrum00215,118,NA
Spectrum00216,118,NA
Spectrum00217,118,NA
Spectrum00218,119,NA
Spectrum00219,119,NA
Spectrum00220,119,NA
Spectrum00221,119,NA
Spectrum00223,119,NA
Spectrum00224,119,NA
Spectrum00225,120,NA
Spectrum00226,120,NA
Spectrum00227,120,NA
Spectrum00228,120,NA
Spectrum00229,120,NA
Spectrum00230,120,NA
Spectrum00231,121,NA
Spectrum00232,121,NA
Spectrum00233,121,NA
Spectrum00234,121,NA
Spectrum00235,121,NA
Spectrum00236,121,NA
Spectrum00237,122,NA
Spectrum00238,122,NA
Spectrum00239,122,NA
Spectrum00240,122,NA
Spectrum00241,122,NA
Spectrum00242,122,NA
Spectrum00243,123,NA
Spectrum00244,123,NA
Spectrum00245,123,NA
Spectrum00246,123,NA
Spectrum00247,123,NA
Spectrum00248,123,NA
Spectrum00249,124,NA
Spectrum00250,124,NA
Spectrum00251,124,NA
Spectrum00252,124,NA
Spectrum00253,124,NA
Spectrum00254,124,NA
Spectrum00255,125,NA
Spectrum00256,125,NA
Spectrum00257,125,NA
Spectrum00258,125,NA
Spectrum00259,125,NA
Spectrum00260,125,NA
Spectrum00261,126,NA
Spectrum00262,126,NA
Spectrum00263,126,NA
Spectrum00264,126,NA
Spectrum00265,126,NA
Spectrum00266,126,NA
Spectrum00267,127,NA
Spectrum00268,127,NA
Spectrum00269,127,NA
Spectrum00270,127,NA
Spectrum00271,127,NA
Spectrum00272,127,NA
Spectrum00273,128,NA
Spectrum00274,128,NA
Spectrum00275,128,NA
Spectrum00276,128,NA
Spectrum00277,128,NA
Spectrum00278,128,NA
Spectrum00279,131,NA
Spectrum00280,131,NA
Spectrum00281,131,NA
Spectrum00282,131,NA
Spectrum00283,131,NA
Spectrum00284,131,NA
Spectrum00285,132,NA
Spectrum00286,132,NA
Spectrum00287,132,NA
Spectrum00288,132,NA
Spectrum00289,132,NA
Spectrum00290,132,NA
Spectrum00291,133,NA
Spectrum00292,133,NA
Spectrum00293,133,NA
Spectrum00294,133,NA
Spectrum00295,133,NA
Spectrum00296,133,NA
Spectrum00297,135,NA
Spectrum00298,135,NA
Spectrum00299,135,NA
Spectrum00300,135,NA
Spectrum00301,135,NA
Spectrum00302,135,NA
Spectrum00303,136,NA
Spectrum00304,136,NA
Spectrum00305,136,NA
Spectrum00306,136,NA
Spectrum00307,136,NA
Spectrum00308,136,NA
Spectrum00309,137,NA
Spectrum00310,137,NA
Spectrum00311,137,NA
Spectrum00312,137,NA
Spectrum00313,137,NA
Spectrum00314,137,NA
Spectrum00315,138,NA
Spectrum00316,138,NA
Spectrum00317,138,NA
Spectrum00318,138,NA
Spectrum00319,138,NA
Spectrum00320,138,NA
Spectrum00321,139,NA
Spectrum00322,139,NA
Spectrum00323,139,NA
Spectrum00324,139,NA
Spectrum00325,139,NA
Spectrum00326,139,NA
Spectrum00327,140,NA
Spectrum00328,140,NA
Spectrum00329,140,NA
Spectrum00330,140,NA
Spectrum00331,140,NA
Spectrum00332,140,NA
Spectrum00333,141,NA
Spectrum00334,141,NA
Spectrum00335,141,NA
Spectrum00336,141,NA
Spectrum00337,141,NA
Spectrum00338,141,NA
Spectrum00339,141,NA
Spectrum00340,141,NA
Spectrum00341,141,NA
Spectrum00342,141,NA
Spectrum00343,141,NA
Spectrum00344,141,NA
Spectrum00345,141,NA
Spectrum00346,143,NA
Spectrum00347,143,NA
Spectrum00348,143,NA
Spectrum00349,143,NA
Spectrum00350,143,NA
Spectrum00351,143,NA
Spectrum00352,144,NA
Spectrum00353,144,NA
Spectrum00354,144,NA
Spectrum00355,144,NA
Spectrum00356,144,NA
Spectrum00357,144,NA
Spectrum00358,146,NA
Spectrum00360,146,NA
Spectrum00361,146,NA
Spectrum00362,146,NA
Spectrum00363,146,NA
Spectrum00364,146,NA
Spectrum00365,147,NA
Spectrum00366,147,NA
Spectrum00367,147,NA
Spectrum00368,147,NA
Spectrum00369,147,NA
Spectrum00370,147,NA
Spectrum00371,148,NA
Spectrum00372,148,NA
Spectrum00373,148,NA
Spectrum00374,148,NA
Spectrum00375,148,NA
Spectrum00376,148,NA
Spectrum00377,149,NA
Spectrum00378,149,NA
Spectrum00379,149,NA
Spectrum00380,149,NA
Spectrum00381,149,NA
Spectrum00382,149,NA
Spectrum00383,150,NA
Spectrum00384,150,NA
Spectrum00385,150,NA
Spectrum00386,150,NA
Spectrum00387,150,NA
Spectrum00388,150,NA
Spectrum00389,151,NA
Spectrum00390,151,NA
Spectrum00391,151,NA
Spectrum00392,151,NA
Spectrum00393,151,NA
Spectrum00394,151,NA
Spectrum00395,152,NA
Spectrum00396,152,NA
Spectrum00397,152,NA
Spectrum00398,152,NA
Spectrum00399,152,NA
Spectrum00400,152,NA
Spectrum00401,153,NA
Spectrum00402,153,NA
Spectrum00403,153,NA
Spectrum00404,153,NA
Spectrum00405,153,NA
Spectrum00406,153,NA
Spectrum00407,154,NA
Spectrum00408,154,NA
Spectrum00409,154,NA
Spectrum00410,154,NA
Spectrum00411,154,NA
Spectrum00412,154,NA
Spectrum00413,391,NA
Spectrum00414,391,NA
Spectrum00415,391,NA
Spectrum00416,391,NA
Spectrum00417,391,NA
Spectrum00418,391,NA
Spectrum00419,392,NA
Spectrum00420,392,NA
Spectrum00421,392,NA
Spectrum00422,392,NA
Spectrum00423,392,NA
Spectrum00424,392,NA
Spectrum00425,393,NA
Spectrum00426,393,NA
Spectrum00427,393,NA
Spectrum00428,393,NA
Spectrum00429,393,NA
Spectrum00430,393,NA
Spectrum00431,394,NA
Spectrum00432,394,NA
Spectrum00433,394,NA
Spectrum00434,394,NA
Spectrum00435,394,NA
Spectrum00436,394,NA
Spectrum00437,395,NA
Spectrum00438,395,NA
Spectrum00439,395,NA
Spectrum00440,395,NA
Spectrum00441,395,NA
Spectrum00442,395,NA
Spectrum00443,396,NA
Spectrum00444,396,NA
Spectrum00445,396,NA
Spectrum00446,396,NA
Spectrum00447,396,NA
Spectrum00448,396,NA
Spectrum00449,397,NA
Spectrum00450,397,NA
Spectrum00451,397,NA
Spectrum00452,397,NA
Spectrum00453,397,NA
Spectrum00454,397,NA
Spectrum00455,399,NA
Spectrum00456,399,PB
Spectrum00457,399,PB
Spectrum00458,399,PB
Spectrum00459,399,PB
Spectrum00460,399,PB
Spectrum00461,400,NA
Spectrum00462,400,NA
Spectrum00463,400,NA
Spectrum00464,400,NA
Spectrum00465,400,NA
Spectrum00466,400,NA
Spectrum00467,401,NA
Spectrum00468,401,NA
Spectrum00469,401,NA
Spectrum00470,401,NA
Spectrum00471,401,NA
Spectrum00472,401,NA
Spectrum00473,402,NA
Spectrum00474,402,NA
Spectrum00475,402,NA
Spectrum00476,402,NA
Spectrum00477,402,NA
Spectrum00478,402,NA
Spectrum00479,403,NA
Spectrum00480,403,NA
Spectrum00481,403,NA
Spectrum00482,403,NA
Spectrum00483,403,NA
Spectrum00484,403,NA
Spectrum00485,404,NA
Spectrum00486,404,NA
Spectrum00487,404,NA
Spectrum00488,404,NA
Spectrum00489,404,NA
Spectrum00490,404,NA
Spectrum00491,405,NA
Spectrum00492,405,NA
Spectrum00493,405,NA
Spectrum00494,405,NA
Spectrum00495,405,NA
Spectrum00496,405,NA
Spectrum00497,406,NA
Spectrum00498,406,NA
Spectrum00499,406,NA
Spectrum00500,406,NA
Spectrum00501,406,NA
Spectrum00502,406,NA
Spectrum00503,407,NA
Spectrum00504,407,NA
Spectrum00505,407,NA
Spectrum00506,407,NA
Spectrum00507,407,NA
Spectrum00508,407,NA
Spectrum00509,408,NA
Spectrum00510,408,NA
Spectrum00511,408,NA
Spectrum00512,408,NA
Spectrum00513,408,NA
Spectrum00514,408,NA
Spectrum00515,409,NA
Spectrum00516,409,NA
Spectrum00517,409,NA
Spectrum00518,409,NA
Spectrum00519,409,NA
Spectrum00520,409,NA
Spectrum00521,410,NA
Spectrum00522,410,NA
Spectrum00523,410,NA
Spectrum00524,410,NA
Spectrum00525,410,NA
Spectrum00526,410,NA
Spectrum00527,411,NA
Spectrum00528,411,NA
Spectrum00529,411,NA
Spectrum00530,411,NA
Spectrum00531,411,NA
Spectrum00532,411,NA
Spectrum00533,412,NA
Spectrum00534,412,NA
Spectrum00535,412,NA
Spectrum00536,412,NA
Spectrum00537,412,NA
Spectrum00538,412,NA
Spectrum00539,413,NA
Spectrum00540,413,NA
Spectrum00541,413,NA
Spectrum00542,413,NA
Spectrum00543,413,NA
Spectrum00544,413,NA
Spectrum00545,414,NA
Spectrum00546,414,NA
Spectrum00547,414,NA
Spectrum00548,414,NA
Spectrum00549,414,NA
Spectrum00550,414,NA
Spectrum00551,417,NA
Spectrum00552,417,NA
Spectrum00553,417,NA
Spectrum00554,417,NA
Spectrum00555,417,NA
Spectrum00556,417,NA
Spectrum00557,418,NA
Spectrum00558,418,NA
Spectrum00559,418,NA
Spectrum00560,418,NA
Spectrum00561,418,NA
Spectrum00562,418,NA
Spectrum00563,419,NA
Spectrum00564,419,NA
Spectrum00565,419,NA
Spectrum00566,419,NA
Spectrum00567,419,NA
Spectrum00568,419,NA
Spectrum00569,420,NA
Spectrum00570,420,NA
Spectrum00571,420,NA
Spectrum00572,420,NA
Spectrum00573,420,NA
Spectrum00574,420,NA
Spectrum00575,421,NA
Spectrum00576,421,NA
Spectrum00577,421,NA
Spectrum00578,421,NA
Spectrum00579,421,NA
Spectrum00580,421,NA
Spectrum00581,422,NA
Spectrum00582,422,NA
Spectrum00583,422,NA
Spectrum00584,422,NA
Spectrum00585,422,NA
Spectrum00586,422,NA
Spectrum00587,423,NA
Spectrum00588,423,NA
Spectrum00589,423,NA
Spectrum00590,423,NA
Spectrum00591,423,NA
Spectrum00592,423,NA
Spectrum00593,424,NA
Spectrum00594,424,NA
Spectrum00595,424,NA
Spectrum00596,424,NA
Spectrum00597,424,NA
Spectrum00598,424,NA
Spectrum00599,425,NA
Spectrum00600,425,NA
Spectrum00601,425,NA
Spectrum00602,425,NA
Spectrum00603,425,NA
Spectrum00604,425,NA
Spectrum00605,426,NA
Spectrum00606,426,NA
Spectrum00607,426,NA
Spectrum00608,426,NA
Spectrum00609,426,NA
Spectrum00610,426,NA
Spectrum00611,427,NA
Spectrum00612,427,NA
Spectrum00613,427,NA
Spectrum00614,427,NA
Spectrum00615,427,NA
Spectrum00616,427,NA
Spectrum00618,428,NA
Spectrum00619,428,NA
Spectrum00620,428,NA
Spectrum00621,428,NA
Spectrum00622,428,NA
Spectrum00623,428,NA
Spectrum00624,429,NA
Spectrum00625,429,NA
Spectrum00626,429,NA
Spectrum00627,429,NA
Spectrum00628,429,NA
Spectrum00629,429,NA
Spectrum00630,430,NA
Spectrum00631,430,NA
Spectrum00632,430,NA
Spectrum00633,430,NA
Spectrum00634,430,NA
Spectrum00635,430,NA
Spectrum00636,431,NA
Spectrum00637,431,NA
Spectrum00638,431,NA
Spectrum00639,431,NA
Spectrum00640,431,NA
Spectrum00641,431,NA
Spectrum00642,432,NA
Spectrum00643,432,NA
Spectrum00644,432,NA
Spectrum00645,432,NA
Spectrum00646,432,NA
Spectrum00647,432,NA
Spectrum00648,433,NA
Spectrum00649,433,NA
Spectrum00650,433,NA
Spectrum00651,433,NA
Spectrum00652,433,NA
Spectrum00653,433,NA
Spectrum00654,434,NA
Spectrum00655,434,NA
Spectrum00656,434,NA
Spectrum00657,434,NA
Spectrum00658,434,NA
Spectrum00659,434,NA
Spectrum00660,435,NA
Spectrum00661,435,NA
Spectrum00662,435,NA
Spectrum00663,435,NA
Spectrum00664,435,NA
Spectrum00665,435,NA
Spectrum00666,436,NA
Spectrum00667,436,NA
Spectrum00668,436,NA
Spectrum00669,436,NA
Spectrum00670,436,NA
Spectrum00671,436,NA
Spectrum00672,437,NA
Spectrum00673,437,NA
Spectrum00674,437,NA
Spectrum00675,437,NA
Spectrum00676,437,NA
Spectrum00677,437,NA
Spectrum00678,438,NA
Spectrum00679,438,NA
Spectrum00680,438,NA
Spectrum00681,438,NA
Spectrum00682,438,NA
Spectrum00683,438,NA
Spectrum00684,440,NA
Spectrum00685,440,NA
Spectrum00686,440,NA
Spectrum00687,440,NA
Spectrum00688,440,NA
Spectrum00689,440,NA
Spectrum00690,443,NA
Spectrum00691,443,NA
Spectrum00692,443,NA
Spectrum00693,443,NA
Spectrum00694,443,NA
Spectrum00695,443,NA
Spectrum00696,444,NA
Spectrum00697,444,NA
Spectrum00698,444,NA
Spectrum00699,444,NA
Spectrum00700,444,NA
Spectrum00701,444,NA
Spectrum00702,445,NA
Spectrum00703,445,NA
Spectrum00704,445,NA
Spectrum00705,445,NA
Spectrum00706,445,NA
Spectrum00707,445,NA
Spectrum00708,446,NA
Spectrum00709,446,NA
Spectrum00710,446,NA
Spectrum00711,446,NA
Spectrum00712,446,NA
Spectrum00713,446,NA
Spectrum00715,447,NA
Spectrum00716,447,NA
Spectrum00717,447,NA
Spectrum00718,447,NA
Spectrum00719,447,NA
Spectrum00720,447,NA
Spectrum00721,448,NA
Spectrum00722,448,NA
Spectrum00723,448,NA
Spectrum00724,448,NA
Spectrum00725,448,NA
Spectrum00726,448,NA
Spectrum00727,449,NA
Spectrum00728,449,NA
Spectrum00729,449,NA
Spectrum00730,449,NA
Spectrum00731,449,NA
Spectrum00732,449,NA
Spectrum00733,450,NA
Spectrum00734,450,NA
Spectrum00735,450,NA
Spectrum00736,450,NA
Spectrum00737,450,NA
Spectrum00738,450,NA
Spectrum00739,451,NA
Spectrum00740,451,NA
Spectrum00741,451,NA
Spectrum00742,451,NA
Spectrum00743,451,NA
Spectrum00744,451,NA
Spectrum00745,452,NA
Spectrum00746,452,NA
Spectrum00747,452,NA
Spectrum00748,452,NA
Spectrum00749,452,NA
Spectrum00750,452,NA
Spectrum00751,453,NA
Spectrum00752,453,NA
Spectrum00753,453,NA
Spectrum00754,453,NA
Spectrum00755,453,NA
Spectrum00756,453,NA
Spectrum00757,454,NA
Spectrum00758,454,NA
Spectrum00759,454,NA
Spectrum00760,454,NA
Spectrum00761,454,NA
Spectrum00762,454,NA
Spectrum00763,455,NA
Spectrum00764,455,NA
Spectrum00765,455,NA
Spectrum00766,455,NA
Spectrum00767,455,NA
Spectrum00768,455,NA
Spectrum00769,456,NA
Spectrum00770,456,NA
Spectrum00771,456,NA
Spectrum00772,456,NA
Spectrum00773,456,NA
Spectrum00774,456,NA
Spectrum00775,457,NA
Spectrum00776,457,NA
Spectrum00777,457,NA
Spectrum00778,457,NA
Spectrum00780,457,NA
Spectrum00781,457,NA
Spectrum00782,458,NA
Spectrum00783,458,NA
Spectrum00784,458,NA
Spectrum00785,458,NA
Spectrum00786,458,NA
Spectrum00787,458,NA
Spectrum00788,459,NA
Spectrum00789,459,NA
Spectrum00790,459,NA
Spectrum00791,459,NA
Spectrum00792,459,NA
Spectrum00793,459,NA
Spectrum00794,460,NA
Spectrum00795,460,NA
Spectrum00796,460,NA
Spectrum00797,460,NA
Spectrum00798,460,NA
Spectrum00799,460,NA
Spectrum00800,462,NA
Spectrum00801,462,NA
Spectrum00802,462,NA
Spectrum00803,462,NA
Spectrum00804,462,NA
Spectrum00805,462,NA
Spectrum00806,464,NA
Spectrum00807,464,NA
Spectrum00808,464,NA
Spectrum00809,464,NA
Spectrum00810,464,NA
Spectrum00811,464,NA
Spectrum00812,465,NA
Spectrum00813,465,NA
Spectrum00814,465,NA
Spectrum00815,465,NA
Spectrum00816,465,NA
Spectrum00817,465,NA
Spectrum00818,466,NA
Spectrum00819,466,NA
Spectrum00820,466,NA
Spectrum00821,466,NA
Spectrum00822,466,NA
Spectrum00823,466,NA
