spectre,azote
Spectrum00617,2.966043
Spectrum00618,3.212894
Spectrum00619,3.32822
Spectrum00620,3.445969
Spectrum00621,3.267778
Spectrum00622,3.006417
Spectrum00623,2.998475
Spectrum00624,2.758796
Spectrum00625,3.203138
Spectrum00626,3.135417
Spectrum00627,3.427692
Spectrum00628,3.538762
Spectrum00629,3.043211
Spectrum00630,3.063647
Spectrum00631,3.594971
Spectrum00632,3.017954
Spectrum00633,3.583528
Spectrum00634,2.920811
Spectrum00635,3.597112
Spectrum00636,3.010318
Spectrum00637,2.898449
Spectrum00638,3.25449
Spectrum00639,2.947636
Spectrum00640,2.824628
Spectrum00641,2.793698
Spectrum00642,2.856225
Spectrum00643,2.803518
Spectrum00644,2.801648
Spectrum00645,3.358695
Spectrum00646,3.284977
Spectrum00647,2.91568
Spectrum00648,2.980169
Spectrum00649,3.304466
Spectrum00650,3.00497
Spectrum00651,3.118108
Spectrum00652,3.262651
Spectrum00653,3.432091
Spectrum00654,3.326855
Spectrum00655,3.479885
Spectrum00656,3.233981
Spectrum00657,3.322623
Spectrum00658,2.987938
Spectrum00659,3.532422
Spectrum00660,2.960469
Spectrum00661,3.247522
Spectrum00662,2.213656
Spectrum00663,3.2024
Spectrum00664,2.965323
Spectrum00665,3.12965
Spectrum00666,3.193924
Spectrum00667,3.068109
Spectrum00668,3.141813
Spectrum00669,3.148433
Spectrum00670,3.018928
Spectrum00671,3.066504
Spectrum00672,3.017145
Spectrum00673,3.703426
Spectrum00674,3.60187
Spectrum00675,3.410243
Spectrum00676,3.064039
Spectrum00677,3.020425
Spectrum00678,3.083015
Spectrum00679,3.294965
Spectrum00680,3.469174
Spectrum00681,3.320518
Spectrum00682,3.258232
Spectrum00683,3.127196
Spectrum00684,2.905739
Spectrum00685,3.222066
Spectrum00686,3.111614
Spectrum00687,3.220764
Spectrum00688,3.069863
Spectrum00689,3.16707
Spectrum00690,3.225203
Spectrum00691,3.195977
Spectrum00692,3.187143
Spectrum00693,3.358798
Spectrum00694,3.527023
Spectrum00695,3.308009
Spectrum00696,3.33897
Spectrum00697,2.83248
Spectrum00698,3.267391
Spectrum00699,2.959925
Spectrum00700,3.446801
Spectrum00701,3.52169
Spectrum00702,3.509556
Spectrum00703,3.387405
Spectrum00704,3.182321
Spectrum00705,3.60176
Spectrum00706,3.356223
Spectrum00707,3.452283
Spectrum00708,2.891831
Spectrum00709,3.329249
Spectrum00710,3.524301
Spectrum00711,3.281136
Spectrum00712,3.587811
Spectrum00713,2.968464
Spectrum00714,3.708103
Spectrum00715,3.440727
Spectrum00716,3.679849
Spectrum00717,3.451174
Spectrum00718,3.362563
Spectrum00719,3.503091
Spectrum00720,3.193242
Spectrum00721,3.640095
Spectrum00722,3.217116
Spectrum00723,3.630478
Spectrum00724,3.732423
Spectrum00725,3.378855
Spectrum00726,3.659694
Spectrum00727,2.951719
Spectrum00728,3.19766
Spectrum00729,3.784068
Spectrum00730,2.987572
Spectrum00731,2.864683
Spectrum00732,2.992244
Spectrum00733,3.312152
Spectrum00734,3.664544
Spectrum00735,3.392485
Spectrum00736,3.715155
Spectrum00737,3.307066
Spectrum00738,3.65538
Spectrum00739,2.999736
Spectrum00740,3.0588
Spectrum00741,3.187953
Spectrum00742,3.127687
Spectrum00743,3.342088
Spectrum00744,3.157604
Spectrum00745,3.242369
Spectrum00746,3.443711
Spectrum00747,3.442573
Spectrum00748,3.398459
Spectrum00749,3.791828
Spectrum00750,3.626861
Spectrum00751,3.536405
Spectrum00752,0.191389
Spectrum00753,3.237868
Spectrum00754,2.984555
Spectrum00755,2.814551
Spectrum00756,2.777043
Spectrum00757,2.947547
Spectrum00758,3.657034
Spectrum00759,3.277326
Spectrum00760,3.838359
Spectrum00761,3.336612
Spectrum00762,3.711321
Spectrum00763,3.239372
Spectrum00764,3.338916
Spectrum00765,3.865457
Spectrum00766,3.290154
Spectrum00767,3.583106
Spectrum00768,3.508965
Spectrum00769,0.800447
Spectrum00770,3.546985
Spectrum00771,3.356748
Spectrum00772,3.07276
Spectrum00773,3.520319
Spectrum00774,3.264387
Spectrum00775,3.190481
Spectrum00776,3.61811
Spectrum00777,3.506974
Spectrum00778,3.111662
Spectrum00779,3.477377
Spectrum00780,3.558474
Spectrum00781,3.070159
Spectrum00782,3.770104
Spectrum00783,3.432477
Spectrum00784,3.239672
Spectrum00785,3.164504
Spectrum00786,3.106557
Spectrum00787,3.136562
Spectrum00788,3.110329
Spectrum00789,3.3837
Spectrum00790,3.221203
Spectrum00791,2.957407
Spectrum00792,2.994319
Spectrum00793,3.082319
Spectrum00794,3.06144
Spectrum00795,3.205897
Spectrum00796,3.182349
Spectrum00797,3.012084
Spectrum00798,3.243586
Spectrum00799,3.206318
Spectrum00800,2.763282
Spectrum00801,2.693937
Spectrum00802,2.721616
Spectrum00803,3.162296
Spectrum00804,2.830161
Spectrum00805,2.973333
Spectrum00806,2.963861
Spectrum00807,2.872751
Spectrum00808,2.884167
Spectrum00809,3.163034
Spectrum00810,2.992074
Spectrum00811,3.118491
Spectrum00812,3.064068
Spectrum00813,2.91585
Spectrum00814,3.193526
Spectrum00815,3.163532
Spectrum00816,3.09451
Spectrum00817,3.398877
Spectrum00818,2.656161
Spectrum00819,3.246103
Spectrum00820,3.000685
Spectrum00821,3.191373
Spectrum00822,3.156948
Spectrum00823,3.167807
Spectrum00824,3.060949
Spectrum00825,3.062312
Spectrum00826,2.76188
Spectrum00827,2.7046
Spectrum00828,2.742409
Spectrum00829,3.245715
Spectrum00830,2.84251
Spectrum00831,3.027173
Spectrum00832,3.249287
Spectrum00833,2.972481
Spectrum00834,3.202634
Spectrum00835,2.987693
Spectrum00836,2.880056
Spectrum00837,3.240339
Spectrum00838,2.917846
Spectrum00839,3.034527
Spectrum00840,2.695918
Spectrum00841,3.316538
Spectrum00842,3.121641
Spectrum00843,3.164929
Spectrum00844,3.58821
Spectrum00845,3.039964
Spectrum00846,3.188982
Spectrum00847,2.862715
