"RT_ID","Plant_ID","Focal","Neighbour","Assoc","Treatment","Repetition","Sampling_ID","Leaf_nb_main_stem","Tiller_nb","Shoot_DW","Root_DW","Total_DW","Root_Shoot_Ratio","Comments"
158,"A","COLOSSEO_DP087","AZEGHAR-2_DP128","Mixt","WW",1,2,4,3,370.5,143.9,514.4,0.388394062078273,""
158,"B","AZEGHAR-2_DP128","COLOSSEO_DP087","Mixt","WW",1,2,4,2,239.4,102.4,341.8,0.427736006683375,""
158,"C","COLOSSEO_DP087","AZEGHAR-2_DP128","Mixt","WW",1,2,3,2,228.7,96.3,325,0.421075644949716,""
158,"D","AZEGHAR-2_DP128","COLOSSEO_DP087","Mixt","WW",1,2,4,1,213.9,109.6,323.5,0.512388966806919,""
158,"E","COLOSSEO_DP087","AZEGHAR-2_DP128","Mixt","WW",1,2,4,2,295.6,130.1,425.7,0.440121786197564,""
158,"F","AZEGHAR-2_DP128","COLOSSEO_DP087","Mixt","WW",1,2,3,0,101,54.2,155.2,0.536633663366337,""
159,"A","LGBORIS","NEMESIS","Mixt","WW",1,2,4,2,315,148,463,0.46984126984127,""
159,"B","NEMESIS","LGBORIS","Mixt","WW",1,2,4,2,271.5,129.6,401.1,0.477348066298342,""
159,"C","LGBORIS","NEMESIS","Mixt","WW",1,2,4,2,263.3,115,378.3,0.436764147360425,""
159,"D","NEMESIS","LGBORIS","Mixt","WW",1,2,4,1,213.8,114.2,328,0.534144059869036,""
159,"E","LGBORIS","NEMESIS","Mixt","WW",1,2,4,2,352.1,137.8,489.9,0.39136608917921,""
159,"F","NEMESIS","LGBORIS","Mixt","WW",1,2,4,2,298.2,128.4,426.6,0.430583501006036,""
160,"A","ASTERIX","NEMESIS","Mixt","WW",1,2,6,4,210.8,54.4,265.2,0.258064516129032,""
160,"B","NEMESIS","ASTERIX","Mixt","WW",1,2,4,2,319,158.5,477.5,0.496865203761755,""
160,"C","ASTERIX","NEMESIS","Mixt","WW",1,2,4,2,239,96.9,335.9,0.405439330543933,""
160,"D","NEMESIS","ASTERIX","Mixt","WW",1,2,4,1,190.1,109,299.1,0.573382430299842,""
160,"E","ASTERIX","NEMESIS","Mixt","WW",1,2,6,4,320.8,158.4,479.2,0.493765586034913,""
160,"F","NEMESIS","ASTERIX","Mixt","WW",1,2,4,1,96.5,49.5,146,0.512953367875648,""
161,"A","ACADUR","ACADUR","Monoc","WW",1,2,4,2,258.7,90.8,349.5,0.350985697719366,""
161,"B","ACADUR","ACADUR","Monoc","WW",1,2,4,2,154.9,73.4,228.3,0.47385409941898,""
161,"C","ACADUR","ACADUR","Monoc","WW",1,2,4,2,218.3,95,313.3,0.43518094365552,""
161,"D","ACADUR","ACADUR","Monoc","WW",1,2,4,2,162.11,89,251.11,0.549009931527975,""
161,"E","ACADUR","ACADUR","Monoc","WW",1,2,4,2,248.4,124.4,372.8,0.500805152979066,""
161,"F","ACADUR","ACADUR","Monoc","WW",1,2,4,1,255.5,154.9,410.4,0.606262230919765,""
162,"A","ASTERIX","MIKI-1_DP161","Mixt","WW",1,2,4,2,243.3,74.2,317.5,0.304973284011508,""
162,"B","MIKI-1_DP161","ASTERIX","Mixt","WW",1,2,4,1,164.2,80.6,244.8,0.490864799025579,""
162,"C","ASTERIX","MIKI-1_DP161","Mixt","WW",1,2,5,2,238.2,115,353.2,0.482787573467674,""
162,"D","MIKI-1_DP161","ASTERIX","Mixt","WW",1,2,5,3,276.4,98.8,375.2,0.357452966714906,""
162,"E","ASTERIX","MIKI-1_DP161","Mixt","WW",1,2,5,2,152.6,55.7,208.3,0.365006553079948,""
162,"F","MIKI-1_DP161","ASTERIX","Mixt","WW",1,2,5,2,211.5,95.6,307.1,0.452009456264775,""
163,"A","LAHAN","BOLIDO-DP034","Mixt","WW",1,2,4,2,358.3,163.1,521.4,0.455205135361429,""
163,"B","BOLIDO-DP034","LAHAN","Mixt","WW",1,2,4,2,323.6,152.6,476.2,0.471569839307787,""
163,"C","LAHAN","BOLIDO-DP034","Mixt","WW",1,2,4,2,166.5,62.5,229,0.375375375375375,""
163,"D","BOLIDO-DP034","LAHAN","Mixt","WW",1,2,4,2,234.3,125.6,359.9,0.536064874093043,""
163,"E","LAHAN","BOLIDO-DP034","Mixt","WW",1,2,4,2,364.6,127.5,492.1,0.349698299506308,""
163,"F","BOLIDO-DP034","LAHAN","Mixt","WW",1,2,5,2,263,104.4,367.4,0.396958174904943,""
164,"A","MONASTIR","BALSAMO","Mixt","WW",1,2,4,2,233.1,137.9,371,0.591591591591592,""
164,"B","BALSAMO","MONASTIR","Mixt","WW",1,2,3,1,136.3,73.8,210.1,0.541452677916361,""
164,"C","MONASTIR","BALSAMO","Mixt","WW",1,2,4,2,222.7,114.5,337.2,0.514144589133363,""
164,"D","BALSAMO","MONASTIR","Mixt","WW",1,2,5,2,209.8,93.9,303.7,0.447569113441373,""
164,"E","MONASTIR","BALSAMO","Mixt","WW",1,2,6,2,291.3,131.3,422.6,0.450738070717473,""
164,"F","BALSAMO","MONASTIR","Mixt","WW",1,2,5,3,304.5,135.9,440.4,0.446305418719212,""
165,"A","L2574","CASANOVA","Mixt","WW",2,2,3,1,178.8,128.9,307.7,0.720917225950783,""
165,"B","CASANOVA","L2574","Mixt","WW",2,2,NA,NA,NA,2.2,NA,NA,""
165,"C","L2574","CASANOVA","Mixt","WW",2,2,3,1,169.9,119.8,289.7,0.705120659211301,""
165,"D","CASANOVA","L2574","Mixt","WW",2,2,3,1,110.6,94.9,205.5,0.858047016274864,""
165,"E","L2574","CASANOVA","Mixt","WW",2,2,5,3,386.7,210.5,597.2,0.544349625032325,""
165,"F","CASANOVA","L2574","Mixt","WW",2,2,4,2,341.5,182.4,523.9,0.53411420204978,""
167,"A","LAHAN","LAHAN","Monoc","WW",2,2,4,2,253.5,136.9,390.4,0.540039447731755,""
167,"B","LAHAN","LAHAN","Monoc","WW",2,2,5,2,172.1,75.9,248,0.441022661243463,""
167,"C","LAHAN","LAHAN","Monoc","WW",2,2,5,3,273,260.7,533.7,0.954945054945055,""
167,"D","LAHAN","LAHAN","Monoc","WW",2,2,4,2,316.9,151.2,468.1,0.477122120542758,""
167,"E","LAHAN","LAHAN","Monoc","WW",2,2,4,2,276.3,141.2,417.5,0.511038726022439,""
167,"F","LAHAN","LAHAN","Monoc","WW",2,2,5,3,481.9,164.9,646.8,0.342187175762606,""
168,"A","EL4X_120","CHAM-1_DP136","Mixt","WW",2,2,6,2,309.2,191.9,501.1,0.620633893919793,""
168,"B","CHAM-1_DP136","EL4X_120","Mixt","WW",2,2,5,2,337.9,186.6,524.5,0.552234388872447,""
168,"C","EL4X_120","CHAM-1_DP136","Mixt","WW",2,2,5,2,308.8,141.1,449.9,0.456930051813471,""
168,"D","CHAM-1_DP136","EL4X_120","Mixt","WW",2,2,4,2,210.5,152.8,363.3,0.725890736342043,""
168,"E","EL4X_120","CHAM-1_DP136","Mixt","WW",2,2,4,2,222.2,103,325.2,0.463546354635464,""
168,"F","CHAM-1_DP136","EL4X_120","Mixt","WW",2,2,4,2,234.8,114.2,349,0.486371379897785,""
169,"A","GIUSTO","BOLIDO-DP034","Mixt","WW",2,2,4,2,229.9,110,339.9,0.478468899521531,""
169,"B","BOLIDO-DP034","GIUSTO","Mixt","WW",2,2,5,2,251.3,114.8,366.1,0.456824512534819,""
169,"C","GIUSTO","BOLIDO-DP034","Mixt","WW",2,2,4,2,286.4,148.5,434.9,0.518505586592179,""
169,"D","BOLIDO-DP034","GIUSTO","Mixt","WW",2,2,5,2,304.9,123,427.9,0.403410954411282,""
169,"E","GIUSTO","BOLIDO-DP034","Mixt","WW",2,2,5,2,362.7,203.1,565.8,0.559966914805624,""
169,"F","BOLIDO-DP034","GIUSTO","Mixt","WW",2,2,5,2,258,100.9,358.9,0.391085271317829,""
170,"A","BALSAMO","ARDENTE","Mixt","WW",2,2,5,2,272.2,119.6,391.8,0.439382806759736,""
170,"B","ARDENTE","BALSAMO","Mixt","WW",2,2,NA,NA,NA,NA,NA,NA,"Plante morte"
170,"C","BALSAMO","ARDENTE","Mixt","WW",2,2,5,3,302,159.7,461.7,0.528807947019868,""
170,"D","ARDENTE","BALSAMO","Mixt","WW",2,2,3,1,99.5,60.7,160.2,0.610050251256281,""
170,"E","BALSAMO","ARDENTE","Mixt","WW",2,2,6,4,442.6,197.1,639.7,0.445323090826932,""
170,"F","ARDENTE","BALSAMO","Mixt","WW",2,2,4,2,194,109.7,303.7,0.565463917525773,""
171,"A","ACADUR","ACADUR","Monoc","WW",2,2,NA,NA,NA,NA,NA,NA,"Plante morte"
171,"B","ACADUR","ACADUR","Monoc","WW",2,2,4,2,386.1,189.7,575.8,0.491323491323491,""
171,"C","ACADUR","ACADUR","Monoc","WW",2,2,4,2,194.2,105,299.2,0.540679711637487,""
171,"D","ACADUR","ACADUR","Monoc","WW",2,2,4,2,289.9,122.4,412.3,0.422214556743705,""
171,"E","ACADUR","ACADUR","Monoc","WW",2,2,4,2,323.1,154,477.1,0.476632621479418,""
171,"F","ACADUR","ACADUR","Monoc","WW",2,2,4,2,275.5,142.1,417.6,0.51578947368421,""
172,"A","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,4,2,205,143.6,348.6,0.700487804878049,""
172,"B","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,4,2,188.4,108.5,296.9,0.575902335456476,""
172,"C","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,3,1,163.2,90.1,253.3,0.552083333333333,""
172,"D","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,4,1,160.8,139.3,300.1,0.866293532338309,""
172,"E","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,5,2,224.5,132.9,357.4,0.591982182628062,""
172,"F","COLOSSEO_DP087","COLOSSEO_DP087","Monoc","WW",2,2,4,1,194.4,94.8,289.2,0.487654320987654,""
173,"A","EL4X_120","CHAM-1_DP136","Mixt","WW",3,2,5,2,295.6,137.2,432.8,0.464140730717185,""
173,"B","CHAM-1_DP136","EL4X_120","Mixt","WW",3,2,5,3,278.9,166.9,445.8,0.598422373610613,""
173,"C","EL4X_120","CHAM-1_DP136","Mixt","WW",3,2,5,2,354,212.2,566.2,0.599435028248588,""
173,"D","CHAM-1_DP136","EL4X_120","Mixt","WW",3,2,5,3,474.5,220.2,694.7,0.464067439409905,""
173,"E","EL4X_120","CHAM-1_DP136","Mixt","WW",3,2,5,2,366.9,192.5,559.4,0.524666121559008,""
173,"F","CHAM-1_DP136","EL4X_120","Mixt","WW",3,2,5,3,277,165.4,442.4,0.597111913357401,""
174,"A","PLUSSUR","PLUSSUR","Monoc","WW",3,2,4,2,206.8,140.6,347.4,0.679883945841393,""
174,"B","PLUSSUR","PLUSSUR","Monoc","WW",3,2,5,3,262.9,146.6,409.5,0.557626473944466,""
174,"C","PLUSSUR","PLUSSUR","Monoc","WW",3,2,4,2,178,117.2,295.2,0.658426966292135,""
174,"D","PLUSSUR","PLUSSUR","Monoc","WW",3,2,5,2,140.8,91.1,231.9,0.647017045454545,""
174,"E","PLUSSUR","PLUSSUR","Monoc","WW",3,2,5,4,317.4,163.5,480.9,0.515122873345936,""
174,"F","PLUSSUR","PLUSSUR","Monoc","WW",3,2,4,3,236.7,118.6,355.3,0.501056189269117,""
175,"A","NOBILIS","NOBILIS","Monoc","WW",3,2,4,2,260,159.1,419.1,0.611923076923077,""
175,"B","NOBILIS","NOBILIS","Monoc","WW",3,2,4,2,318.1,164.6,482.7,0.517447343602641,""
175,"C","NOBILIS","NOBILIS","Monoc","WW",3,2,4,0,113.3,85.8,199.1,0.757281553398058,""
175,"D","NOBILIS","NOBILIS","Monoc","WW",3,2,4,2,261.1,180.8,441.9,0.692454998085025,""
175,"E","NOBILIS","NOBILIS","Monoc","WW",3,2,4,2,230.1,117.2,347.3,0.509343763581052,""
175,"F","NOBILIS","NOBILIS","Monoc","WW",3,2,4,2,228.3,151.2,379.5,0.662286465177398,""
176,"A","ORJAUNE","ORJAUNE","Monoc","WW",3,2,5,3,358.7,147.9,506.6,0.412322274881517,""
176,"B","ORJAUNE","ORJAUNE","Monoc","WW",3,2,5,2,228.5,102.2,330.7,0.4472647702407,""
176,"C","ORJAUNE","ORJAUNE","Monoc","WW",3,2,7,5,379.8,164.8,544.6,0.433912585571353,""
176,"D","ORJAUNE","ORJAUNE","Monoc","WW",3,2,5,2,381.4,182.4,563.8,0.478238070267436,""
176,"E","ORJAUNE","ORJAUNE","Monoc","WW",3,2,5,3,255.6,117.1,372.7,0.458137715179969,""
176,"F","ORJAUNE","ORJAUNE","Monoc","WW",3,2,6,3,351.5,127.3,478.8,0.362162162162162,""
177,"A","EL4X_316","ORJAUNE","Mixt","WW",3,2,4,2,361.8,156.8,518.6,0.43338861249309,""
177,"B","ORJAUNE","EL4X_316","Mixt","WW",3,2,5,3,247.7,102.4,350.1,0.413403310456197,""
177,"C","EL4X_316","ORJAUNE","Mixt","WW",3,2,4,2,325.2,128.8,454,0.396063960639606,""
177,"D","ORJAUNE","EL4X_316","Mixt","WW",3,2,5,3,268.5,105.6,374.1,0.393296089385475,""
177,"E","EL4X_316","ORJAUNE","Mixt","WW",3,2,5,2,321.7,142.3,464,0.442337581597762,""
177,"F","ORJAUNE","EL4X_316","Mixt","WW",3,2,5,3,379.7,178.4,558.1,0.469844614169081,""
178,"A","AZEGHAR-2_DP128","KOFA","Mixt","WW",3,2,4,2,313.7,144.9,458.6,0.461906279885241,""
178,"B","KOFA","AZEGHAR-2_DP128","Mixt","WW",3,2,4,3,388.1,158.9,547,0.409430559134244,""
178,"C","AZEGHAR-2_DP128","KOFA","Mixt","WW",3,2,3,1,169.6,98.9,268.5,0.58313679245283,""
178,"D","KOFA","AZEGHAR-2_DP128","Mixt","WW",3,2,4,2,314.6,147.6,462.2,0.469167196439924,""
178,"E","AZEGHAR-2_DP128","KOFA","Mixt","WW",3,2,4,2,257.9,143.5,401.4,0.556417215975184,""
178,"F","KOFA","AZEGHAR-2_DP128","Mixt","WW",3,2,NA,NA,NA,7.9,NA,NA,"Pas de feuille"
180,"A","NEMESIS","NEMESIS","Monoc","WW",3,2,2,1,161.7,115.3,277,0.713048855905999,""
180,"B","NEMESIS","NEMESIS","Monoc","WW",3,2,NA,NA,NA,NA,NA,NA,""
180,"C","NEMESIS","NEMESIS","Monoc","WW",3,2,4,1,170.4,95.7,266.1,0.561619718309859,""
180,"D","NEMESIS","NEMESIS","Monoc","WW",3,2,3,1,162.7,106.2,268.9,0.652735095267363,""
180,"E","NEMESIS","NEMESIS","Monoc","WW",3,2,4,2,305.2,138.6,443.8,0.454128440366972,""
180,"F","NEMESIS","NEMESIS","Monoc","WW",3,2,4,1,188,115.1,303.1,0.612234042553191,""
183,"A","ACADUR","ANVERGUR","Mixt","WW",1,2,4,2,236.9,112.1,349,0.473195441114394,""
183,"B","ANVERGUR","ACADUR","Mixt","WW",1,2,4,2,115.5,78.4,193.9,0.678787878787879,""
183,"C","ACADUR","ANVERGUR","Mixt","WW",1,2,5,2,177.2,83.2,260.4,0.469525959367946,""
183,"D","ANVERGUR","ACADUR","Mixt","WW",1,2,3,0,60.5,34.3,94.8,0.566942148760331,""
183,"E","ACADUR","ANVERGUR","Mixt","WW",1,2,4,2,195.5,86.8,282.3,0.443989769820972,""
183,"F","ANVERGUR","ACADUR","Mixt","WW",1,2,5,2,266,135,401,0.507518796992481,""
184,"A","EL4X_316","EL4X_316","Monoc","WW",1,2,4,2,285.1,143.9,429,0.504735180638372,""
184,"B","EL4X_316","EL4X_316","Monoc","WW",1,2,4,1,166.2,69.8,236,0.419975932611312,""
184,"C","EL4X_316","EL4X_316","Monoc","WW",1,2,5,1,258.8,113.6,372.4,0.438948995363215,""
184,"D","EL4X_316","EL4X_316","Monoc","WW",1,2,4,2,365.5,158.2,523.7,0.432831737346101,""
184,"E","EL4X_316","EL4X_316","Monoc","WW",1,2,4,2,338.2,132.6,470.8,0.392075694855115,""
184,"F","EL4X_316","EL4X_316","Monoc","WW",1,2,4,2,249,119.2,368.2,0.478714859437751,""
185,"A","MONASTIR","EL4X_35","Mixt","WW",1,2,4,2,163.3,73.7,237,0.451316595223515,""
185,"B","EL4X_35","MONASTIR","Mixt","WW",1,2,4,2,239.1,111.9,351,0.468005018820577,""
185,"C","MONASTIR","EL4X_35","Mixt","WW",1,2,4,2,169.6,80.4,250,0.474056603773585,""
185,"D","EL4X_35","MONASTIR","Mixt","WW",1,2,4,2,273.4,123.5,396.9,0.45171909290417,""
185,"E","MONASTIR","EL4X_35","Mixt","WW",1,2,4,2,258.8,121.6,380.4,0.469860896445131,""
185,"F","EL4X_35","MONASTIR","Mixt","WW",1,2,4,1,169.2,74,243.2,0.437352245862884,""
186,"A","ARDENTE","ARDENTE","Monoc","WW",1,2,4,1,180.4,92.4,272.8,0.51219512195122,""
186,"B","ARDENTE","ARDENTE","Monoc","WW",1,2,3,1,140.5,64.6,205.1,0.459786476868327,""
186,"C","ARDENTE","ARDENTE","Monoc","WW",1,2,4,0,31.6,12.8,44.4,0.40506329113924,""
186,"D","ARDENTE","ARDENTE","Monoc","WW",1,2,4,0,32.9,13.8,46.7,0.419452887537994,""
186,"E","ARDENTE","ARDENTE","Monoc","WW",1,2,5,1,193.6,84.1,277.7,0.434400826446281,""
186,"F","ARDENTE","ARDENTE","Monoc","WW",1,2,3,1,132.5,49.1,181.6,0.370566037735849,""
187,"A","NOBILIS","LLOYD","Mixt","WW",1,2,4,0,63.9,28.1,92,0.439749608763693,""
187,"B","LLOYD","NOBILIS","Mixt","WW",1,2,5,2,315.3,159.1,474.4,0.504598794798604,""
187,"C","NOBILIS","LLOYD","Mixt","WW",1,2,4,1,133.6,87.8,221.4,0.657185628742515,""
187,"D","LLOYD","NOBILIS","Mixt","WW",1,2,5,2,235.1,137.1,372.2,0.583156103785623,""
187,"E","NOBILIS","LLOYD","Mixt","WW",1,2,3,1,219.3,120.4,339.7,0.549019607843137,""
187,"F","LLOYD","NOBILIS","Mixt","WW",1,2,4,2,186.5,105.5,292,0.5656836461126,""
188,"A","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,5,2,217.8,88.2,306,0.40495867768595,""
188,"B","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,6,2,265.5,88.6,354.1,0.333709981167608,""
188,"C","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,5,2,323.1,123.7,446.8,0.382853605694831,""
188,"D","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,5,1,142,83.6,225.6,0.588732394366197,""
188,"E","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,5,2,195.5,98.2,293.7,0.50230179028133,""
188,"F","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",1,2,5,2,305.2,109.7,414.9,0.359436435124509,""
189,"A","COLOSSEO_DP087","QUALIDOU","Mixt","WW",1,2,4,1,180.7,114.1,294.8,0.631433314886552,""
189,"B","QUALIDOU","COLOSSEO_DP087","Mixt","WW",1,2,4,1,149.3,70.1,219.4,0.469524447421299,""
189,"C","COLOSSEO_DP087","QUALIDOU","Mixt","WW",1,2,4,1,169.7,159.8,329.5,0.941661756040071,""
189,"D","QUALIDOU","COLOSSEO_DP087","Mixt","WW",1,2,3,1,132,54.8,186.8,0.415151515151515,""
189,"E","COLOSSEO_DP087","QUALIDOU","Mixt","WW",1,2,5,1,361.1,159.4,520.5,0.44142896704514,""
189,"F","QUALIDOU","COLOSSEO_DP087","Mixt","WW",1,2,4,1,160.5,94.7,255.2,0.590031152647975,""
190,"A","GIUSTO","ANTALIS","Mixt","WW",1,2,4,0,96.8,62.2,159,0.642561983471074,""
190,"B","ANTALIS","GIUSTO","Mixt","WW",1,2,3,1,152.8,90.4,243.2,0.591623036649215,""
190,"C","GIUSTO","ANTALIS","Mixt","WW",1,2,5,2,266.2,141.4,407.6,0.531179564237416,""
190,"D","ANTALIS","GIUSTO","Mixt","WW",1,2,4,2,142.3,71.6,213.9,0.503162333099086,""
190,"E","GIUSTO","ANTALIS","Mixt","WW",1,2,4,2,159.9,56.5,216.4,0.353345841150719,""
190,"F","ANTALIS","GIUSTO","Mixt","WW",1,2,4,2,214,102.9,316.9,0.480841121495327,""
191,"A","LGBORIS","LGBORIS","Monoc","WW",2,2,6,4,389.3,194.2,583.5,0.498844079116363,""
191,"B","LGBORIS","LGBORIS","Monoc","WW",2,2,5,3,266.1,120.7,386.8,0.45358887636227,""
191,"C","LGBORIS","LGBORIS","Monoc","WW",2,2,4,2,160.4,96.7,257.1,0.60286783042394,""
191,"D","LGBORIS","LGBORIS","Monoc","WW",2,2,5,3,275.2,120.3,395.5,0.437136627906977,""
191,"E","LGBORIS","LGBORIS","Monoc","WW",2,2,4,1,259.1,129.8,388.9,0.500964878425318,""
191,"F","LGBORIS","LGBORIS","Monoc","WW",2,2,4,2,285.2,134.2,419.4,0.47054698457223,""
192,"A","EL4X_316","ORJAUNE","Mixt","WW",2,2,3,1,150,76.3,226.3,0.508666666666667,""
192,"B","ORJAUNE","EL4X_316","Mixt","WW",2,2,5,2,103.1,68.5,171.6,0.664403491755577,""
192,"C","EL4X_316","ORJAUNE","Mixt","WW",2,2,4,2,220.7,93.1,313.8,0.421839601268691,""
192,"D","ORJAUNE","EL4X_316","Mixt","WW",2,2,5,3,254.1,120.3,374.4,0.473435655253837,""
192,"E","EL4X_316","ORJAUNE","Mixt","WW",2,2,4,2,266.4,113.8,380.2,0.427177177177177,""
192,"F","ORJAUNE","EL4X_316","Mixt","WW",2,2,5,1,230.3,131.3,361.6,0.570125922709509,""
193,"A","PLUSSUR","PLUSSUR","Monoc","WW",2,2,6,2,153.2,105.6,258.8,0.689295039164491,""
193,"B","PLUSSUR","PLUSSUR","Monoc","WW",2,2,6,2,147.2,98,245.2,0.665760869565217,""
193,"C","PLUSSUR","PLUSSUR","Monoc","WW",2,2,4,3,162.4,115,277.4,0.708128078817734,""
193,"D","PLUSSUR","PLUSSUR","Monoc","WW",2,2,4,2,205.7,139.1,344.8,0.676227515799708,""
193,"E","PLUSSUR","PLUSSUR","Monoc","WW",2,2,4,2,247.2,131,378.2,0.529935275080906,""
193,"F","PLUSSUR","PLUSSUR","Monoc","WW",2,2,5,2,281.5,203.5,485,0.72291296625222,""
194,"A","BOLIDO-DP034","EL4X_194","Mixt","WW",2,2,5,3,317.2,152.8,470,0.48171500630517,""
194,"B","EL4X_194","BOLIDO-DP034","Mixt","WW",2,2,4,1,289.4,147.6,437,0.510020732550104,""
194,"C","BOLIDO-DP034","EL4X_194","Mixt","WW",2,2,5,2,266.4,113.8,380.2,0.427177177177177,""
194,"D","EL4X_194","BOLIDO-DP034","Mixt","WW",2,2,4,1,252.7,140.3,393,0.555203798971112,""
194,"E","BOLIDO-DP034","EL4X_194","Mixt","WW",2,2,5,3,374.2,154.7,528.9,0.413415285943346,""
194,"F","EL4X_194","BOLIDO-DP034","Mixt","WW",2,2,4,1,201.6,97,298.6,0.481150793650794,""
195,"A","ANVERGUR","ANVERGUR","Monoc","WW",2,2,5,3,297,167.2,464.2,0.562962962962963,""
195,"B","ANVERGUR","ANVERGUR","Monoc","WW",2,2,5,4,268.85,134.6,403.45,0.500650920587688,""
195,"C","ANVERGUR","ANVERGUR","Monoc","WW",2,2,NA,NA,NA,0.9,NA,NA,""
195,"D","ANVERGUR","ANVERGUR","Monoc","WW",2,2,5,4,319.6,201.7,521.3,0.631101376720901,""
195,"E","ANVERGUR","ANVERGUR","Monoc","WW",2,2,5,2,216.7,94.5,311.2,0.43608675588371,""
195,"F","ANVERGUR","ANVERGUR","Monoc","WW",2,2,4,2,249.5,137.9,387.4,0.552705410821643,""
196,"A","AVENTUR","ORJAUNE","Mixt","WW",2,2,4,4,231.9,150.4,382.3,0.648555411815438,""
196,"B","ORJAUNE","AVENTUR","Mixt","WW",2,2,5,1,337.3,138,475.3,0.409131337088645,""
196,"C","AVENTUR","ORJAUNE","Mixt","WW",2,2,3,4,120.9,69.1,190,0.571546732837055,""
196,"D","ORJAUNE","AVENTUR","Mixt","WW",2,2,5,3,368.7,200.1,568.8,0.542717656631408,""
196,"E","AVENTUR","ORJAUNE","Mixt","WW",2,2,5,2,268.7,135.5,404.2,0.504279866021585,""
196,"F","ORJAUNE","AVENTUR","Mixt","WW",2,2,5,2,391.1,160.1,551.2,0.409358220403989,""
197,"A","ACADUR","ANVERGUR","Mixt","WW",2,2,4,3,309.3,231,540.3,0.746847720659554,""
197,"B","ANVERGUR","ACADUR","Mixt","WW",2,2,5,2,330.2,145.1,475.3,0.439430648092065,""
197,"C","ACADUR","ANVERGUR","Mixt","WW",2,2,4,4,250.2,113.3,363.5,0.452837729816147,""
197,"D","ANVERGUR","ACADUR","Mixt","WW",2,2,6,2,301.6,276.5,578.1,0.916777188328913,""
197,"E","ACADUR","ANVERGUR","Mixt","WW",2,2,4,3,377,112.1,489.1,0.297347480106101,""
197,"F","ANVERGUR","ACADUR","Mixt","WW",2,2,4,2,341,144.9,485.9,0.424926686217009,""
198,"A","LAHAN","EL4X_120","Mixt","WW",2,2,4,2,312.6,152.8,465.4,0.488803582853487,""
198,"B","EL4X_120","LAHAN","Mixt","WW",2,2,6,2,335.5,205.1,540.6,0.611326378539493,""
198,"C","LAHAN","EL4X_120","Mixt","WW",2,2,4,2,262.7,135.7,398.4,0.51655881233346,""
198,"D","EL4X_120","LAHAN","Mixt","WW",2,2,6,2,247.8,128,375.8,0.516545601291364,""
198,"E","LAHAN","EL4X_120","Mixt","WW",2,2,6,4,471.9,258,729.9,0.546726001271456,""
198,"F","EL4X_120","LAHAN","Mixt","WW",2,2,5,2,342.5,185.8,528.3,0.542481751824818,""
199,"A","GIUSTO","CASANOVA","Mixt","WW",3,2,5,3,348.4,180.6,529,0.518369690011481,""
199,"B","CASANOVA","GIUSTO","Mixt","WW",3,2,4,1,201.2,97.9,299.1,0.486580516898608,""
199,"C","GIUSTO","CASANOVA","Mixt","WW",3,2,4,1,124.7,76.6,201.3,0.614274258219727,""
199,"D","CASANOVA","GIUSTO","Mixt","WW",3,2,4,2,277.4,136.8,414.2,0.493150684931507,""
199,"E","GIUSTO","CASANOVA","Mixt","WW",3,2,6,3,225.5,93.8,319.3,0.415964523281596,""
199,"F","CASANOVA","GIUSTO","Mixt","WW",3,2,5,2,252.3,141,393.3,0.558858501783591,""
200,"A","SVEVO","EL4X_428","Mixt","WW",3,2,6,4,428.1,239.9,668,0.560383088063537,""
200,"B","EL4X_428","SVEVO","Mixt","WW",3,2,4,2,274.7,155.4,430.1,0.565708045140153,""
200,"C","SVEVO","EL4X_428","Mixt","WW",3,2,5,3,268.3,118.3,386.6,0.440924338427134,""
200,"D","EL4X_428","SVEVO","Mixt","WW",3,2,4,2,251.1,140.5,391.6,0.559538032656312,""
200,"E","SVEVO","EL4X_428","Mixt","WW",3,2,7,5,477.1,334.8,811.9,0.701739677216516,""
200,"F","EL4X_428","SVEVO","Mixt","WW",3,2,5,3,385.2,146.8,532,0.381100726895119,""
201,"A","PLUSSUR","MIKI-1_DP161","Mixt","WW",3,2,4,3,340.8,181.5,522.3,0.532570422535211,""
201,"B","MIKI-1_DP161","PLUSSUR","Mixt","WW",3,2,5,3,261,146.8,407.8,0.562452107279694,""
201,"C","PLUSSUR","MIKI-1_DP161","Mixt","WW",3,2,4,3,253.1,157,410.1,0.620308178585539,""
201,"D","MIKI-1_DP161","PLUSSUR","Mixt","WW",3,2,4,2,246.7,155.8,402.5,0.631536278881232,""
201,"E","PLUSSUR","MIKI-1_DP161","Mixt","WW",3,2,5,3,267.9,164.2,432.1,0.612915266890631,""
