"RT_ID","Plant_ID","Focal","Neighbour","Assoc","Treatment","Repetition","Sampling_ID","Leaf_nb_main_stem","Tiller_nb","Shoot_DW","Root_DW","Total_DW","Root_Shoot_Ratio","Comments"
276,"E","GIUSTO","GIUSTO","Monoc","WW",2,1,4,3,319.1,153.7,472.8,0.481667188968975,""
276,"F","GIUSTO","GIUSTO","Monoc","WW",2,1,4,2,106.8,44.6,151.4,0.417602996254682,""
277,"A","RAMIREZ","RAMIREZ","Monoc","WW",3,1,4,2,169.6,151.8,321.4,0.895047169811321,""
277,"B","RAMIREZ","RAMIREZ","Monoc","WW",3,1,4,2,198.5,141.9,340.4,0.714861460957179,""
277,"C","RAMIREZ","RAMIREZ","Monoc","WW",3,1,3,1,94.1,42.2,136.3,0.44845908607864,""
277,"D","RAMIREZ","RAMIREZ","Monoc","WW",3,1,4,2,240,150.6,390.6,0.6275,""
277,"E","RAMIREZ","RAMIREZ","Monoc","WW",3,1,4,2,215.1,101.9,317,0.473733147373315,""
277,"F","RAMIREZ","RAMIREZ","Monoc","WW",3,1,4,2,287.9,145.6,433.5,0.505731156651615,""
278,"A","NOBILIS","EL4X_316","Mixt","WW",3,1,4,2,242.7,155.9,398.6,0.642356819118253,""
278,"B","EL4X_316","NOBILIS","Mixt","WW",3,1,4,2,256.4,106.5,362.9,0.415366614664587,""
278,"C","NOBILIS","EL4X_316","Mixt","WW",3,1,4,1,137.3,90,227.3,0.655498907501821,""
278,"D","EL4X_316","NOBILIS","Mixt","WW",3,1,4,2,319.6,187,506.6,0.585106382978723,""
278,"E","NOBILIS","EL4X_316","Mixt","WW",3,1,4,2,243.4,130.5,373.9,0.536154478225144,""
278,"F","EL4X_316","NOBILIS","Mixt","WW",3,1,4,2,160.6,85.6,246.2,0.533001245330012,""
279,"A","AVENTUR","AVENTUR","Monoc","WW",3,1,5,3,262.6,128.4,391,0.488956587966489,""
279,"B","AVENTUR","AVENTUR","Monoc","WW",3,1,4,2,234.5,112.5,347,0.479744136460554,""
279,"C","AVENTUR","AVENTUR","Monoc","WW",3,1,4,2,264.2,128.3,392.5,0.485616956850871,""
279,"D","AVENTUR","AVENTUR","Monoc","WW",3,1,4,2,226.4,103,329.4,0.454946996466431,""
279,"E","AVENTUR","AVENTUR","Monoc","WW",3,1,5,2,295.3,168.9,464.2,0.571960717913986,""
279,"F","AVENTUR","AVENTUR","Monoc","WW",3,1,4,4,305.9,127,432.9,0.415168355671788,""
280,"A","L2574","QUALIDOU","Mixt","WW",3,1,5,3,183.1,114.5,297.6,0.625341343528127,""
280,"B","QUALIDOU","L2574","Mixt","WW",3,1,4,1,146.3,80.8,227.1,0.55228981544771,""
280,"C","L2574","QUALIDOU","Mixt","WW",3,1,4,2,278.3,145.8,424.1,0.523895077254761,""
280,"D","QUALIDOU","L2574","Mixt","WW",3,1,4,0,96.6,45.9,142.5,0.475155279503106,""
280,"E","L2574","QUALIDOU","Mixt","WW",3,1,6,3,339.5,171.9,511.4,0.506332842415317,""
280,"F","QUALIDOU","L2574","Mixt","WW",3,1,4,2,269.8,138.4,408.2,0.51297257227576,""
281,"A","L2574","L2574","Monoc","WW",3,1,4,2,241.9,119.8,361.7,0.495245969408847,""
281,"B","L2574","L2574","Monoc","WW",3,1,5,2,285.9,209.9,495.8,0.734172787688003,""
281,"C","L2574","L2574","Monoc","WW",3,1,4,1,168.5,92.3,260.8,0.547774480712166,""
281,"D","L2574","L2574","Monoc","WW",3,1,5,3,253.8,153.9,407.7,0.606382978723404,""
281,"E","L2574","L2574","Monoc","WW",3,1,5,3,319.9,148.8,468.7,0.465145357924351,""
281,"F","L2574","L2574","Monoc","WW",3,1,5,2,226.5,100.2,326.7,0.442384105960265,""
282,"A","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,4,2,190.7,73.6,264.3,0.385946512847404,""
282,"B","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,4,2,185.7,79.4,265.1,0.427571351642434,""
282,"C","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,3,1,111.4,53.9,165.3,0.483842010771993,""
282,"D","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,4,2,246,100.8,346.8,0.409756097560976,""
282,"E","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,4,2,187.2,66.4,253.6,0.354700854700855,""
282,"F","BOLIDO-DP034","BOLIDO-DP034","Monoc","WW",3,1,4,2,280.7,122.4,403.1,0.436052725329533,""
283,"A","MURANO","ANTALIS","Mixt","WW",3,1,4,2,192.2,137.1,329.3,0.713319458896982,""
283,"B","ANTALIS","MURANO","Mixt","WW",3,1,4,2,176,80.8,256.8,0.459090909090909,""
283,"C","MURANO","ANTALIS","Mixt","WW",3,1,4,1,149.1,91.9,241,0.616364855801475,""
283,"D","ANTALIS","MURANO","Mixt","WW",3,1,4,2,188.5,81.5,270,0.43236074270557,""
283,"E","MURANO","ANTALIS","Mixt","WW",3,1,2,2,186.3,87.9,274.2,0.471819645732689,""
283,"F","ANTALIS","MURANO","Mixt","WW",3,1,4,2,193.9,80.7,274.6,0.41619391438886,""
284,"A","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,159,106,265,0.666666666666667,""
284,"B","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,168.8,96.4,265.2,0.571090047393365,""
284,"C","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,170.2,93.2,263.4,0.5475910693302,""
284,"D","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,222.9,107.7,330.6,0.483176312247645,""
284,"E","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,265.1,116.8,381.9,0.440588457185968,""
284,"F","EL4X_464","EL4X_464","Monoc","WW",3,1,4,2,227,97.2,324.2,0.428193832599119,""
287,"A","EL4X_35","EL4X_35","Monoc","WW",1,1,4,2,213.6,110.4,324,0.51685393258427,""
287,"B","EL4X_35","EL4X_35","Monoc","WW",1,1,4,2,329.8,189.6,519.4,0.574893875075803,""
287,"C","EL4X_35","EL4X_35","Monoc","WW",1,1,4,2,192.3,88.7,281,0.461258450338014,""
287,"D","EL4X_35","EL4X_35","Monoc","WW",1,1,4,1,189.9,86.5,276.4,0.45550289626119,""
287,"E","EL4X_35","EL4X_35","Monoc","WW",1,1,4,2,372.4,187.3,559.7,0.502953813104189,""
287,"F","EL4X_35","EL4X_35","Monoc","WW",1,1,5,2,230.4,116.1,346.5,0.50390625,""
288,"A","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,4,4,237.9,117.6,355.5,0.494325346784363,""
288,"B","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,6,2,190.9,97,287.9,0.508119434258774,""
288,"C","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,4,2,185,81.6,266.6,0.441081081081081,""
288,"D","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,4,4,233.7,102.4,336.1,0.438168592212238,""
288,"E","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,6,4,231.8,120.7,352.5,0.520707506471096,""
288,"F","CHAM-1_DP136","CHAM-1_DP136","Monoc","WW",1,1,6,2,180.6,84.8,265.4,0.469545957918051,""
289,"A","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,2,206.3,136.4,342.7,0.661173048957828,""
289,"B","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,2,147.6,71,218.6,0.481029810298103,""
289,"C","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,2,178.1,87.1,265.2,0.489051094890511,""
289,"D","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,2,201.2,105.8,307,0.525844930417495,""
289,"E","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,2,204,114.8,318.8,0.562745098039216,""
289,"F","ANVERGUR","ANVERGUR","Monoc","WW",1,1,4,1,145.1,90.2,235.3,0.621640248104755,""
290,"A","ASTERIX","EL4X_35","Mixt","WW",1,1,4,2,198.2,104.8,303,0.528758829465187,""
290,"B","EL4X_35","ASTERIX","Mixt","WW",1,1,4,2,231.7,96.5,328.2,0.416486836426413,""
290,"C","ASTERIX","EL4X_35","Mixt","WW",1,1,4,2,178.9,76.6,255.5,0.428172163219676,""
290,"D","EL4X_35","ASTERIX","Mixt","WW",1,1,4,2,272.8,126.1,398.9,0.462243401759531,""
290,"E","ASTERIX","EL4X_35","Mixt","WW",1,1,4,2,239.2,90.5,329.7,0.378344481605351,""
290,"F","EL4X_35","ASTERIX","Mixt","WW",1,1,4,2,305.9,134.7,440.6,0.440339980385747,""
291,"A","L2574","L2574","Monoc","WW",1,1,4,3,256.6,141.9,398.5,0.553000779423227,""
291,"B","L2574","L2574","Monoc","WW",1,1,4,2,207.2,137.6,344.8,0.664092664092664,""
291,"C","L2574","L2574","Monoc","WW",1,1,4,2,214.8,162.8,377.6,0.757914338919926,""
291,"D","L2574","L2574","Monoc","WW",1,1,4,1,183.9,131.1,315,0.712887438825449,""
291,"E","L2574","L2574","Monoc","WW",1,1,4,2,306.2,135.3,441.5,0.441868060091443,""
291,"F","L2574","L2574","Monoc","WW",1,1,4,2,210.7,144.3,355,0.684859990507831,""
292,"A","LLOYD","EL4X_464","Mixt","WW",1,1,4,2,263.7,162.3,426,0.61547212741752,""
292,"B","EL4X_464","LLOYD","Mixt","WW",1,1,4,2,322.7,120.3,443,0.372792066935234,""
292,"C","LLOYD","EL4X_464","Mixt","WW",1,1,4,1,174,87.4,261.4,0.502298850574713,""
292,"D","EL4X_464","LLOYD","Mixt","WW",1,1,4,2,241.1,102.7,343.8,0.425964330153463,""
292,"E","LLOYD","EL4X_464","Mixt","WW",1,1,4,1,107.6,52.7,160.3,0.489776951672862,""
292,"F","EL4X_464","LLOYD","Mixt","WW",1,1,5,3,338.5,147.9,486.4,0.436927621861152,""
293,"A","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,288.4,125.1,413.5,0.43377253814147,""
293,"B","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,379.1,185.5,564.6,0.489316802954366,""
293,"C","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,265.4,119.6,385,0.450640542577242,""
293,"D","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,229.4,112.2,341.6,0.489102005231037,""
293,"E","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,241.2,96.7,337.9,0.400912106135987,""
293,"F","EL4X_464","EL4X_464","Monoc","WW",1,1,4,2,242.4,109.2,351.6,0.450495049504951,""
294,"A","MURANO","QUALIDOU","Mixt","WW",1,1,4,2,215.5,94.8,310.3,0.439907192575406,""
294,"B","QUALIDOU","MURANO","Mixt","WW",1,1,4,2,327.8,185.7,513.5,0.566503965832825,""
294,"C","MURANO","QUALIDOU","Mixt","WW",1,1,4,1,110.4,57.8,168.2,0.523550724637681,""
294,"D","QUALIDOU","MURANO","Mixt","WW",1,1,4,2,289.9,152.7,442.6,0.526733356329769,""
294,"E","MURANO","QUALIDOU","Mixt","WW",1,1,4,1,65.7,31.4,97.1,0.4779299847793,""
294,"F","QUALIDOU","MURANO","Mixt","WW",1,1,4,2,288.3,138.8,427.1,0.481442941380506,""
296,"A","COLOSSEO_DP087","QUALIDOU","Mixt","WW",2,1,4,2,372.1,196.6,568.7,0.528352593388874,""
296,"B","QUALIDOU","COLOSSEO_DP087","Mixt","WW",2,1,4,2,335.5,217.4,552.9,0.647988077496274,""
296,"C","COLOSSEO_DP087","QUALIDOU","Mixt","WW",2,1,5,3,307.7,160.5,468.2,0.521611959701007,""
296,"D","QUALIDOU","COLOSSEO_DP087","Mixt","WW",2,1,4,2,247.2,149.4,396.6,0.604368932038835,""
296,"E","COLOSSEO_DP087","QUALIDOU","Mixt","WW",2,1,6,5,394.8,178.5,573.3,0.452127659574468,""
296,"F","QUALIDOU","COLOSSEO_DP087","Mixt","WW",2,1,4,2,259,208.5,467.5,0.805019305019305,""
297,"A","L2574","QUALIDOU","Mixt","WW",2,1,5,3,330.8,202.6,533.4,0.612454655380895,""
297,"B","QUALIDOU","L2574","Mixt","WW",2,1,4,2,317.9,183.3,501.2,0.576596413966656,""
297,"C","L2574","QUALIDOU","Mixt","WW",2,1,5,3,352.7,233.5,586.2,0.662035724411681,""
297,"D","QUALIDOU","L2574","Mixt","WW",2,1,5,2,266.8,155.2,422,0.581709145427286,""
297,"E","L2574","QUALIDOU","Mixt","WW",2,1,5,3,355.1,157.9,513,0.444663475077443,""
297,"F","QUALIDOU","L2574","Mixt","WW",2,1,5,2,242.3,115.2,357.5,0.47544366487825,""
298,"A","MONASTIR","MONASTIR","Monoc","WW",2,1,3,4,85.5,24.1,109.6,0.28187134502924,""
298,"B","MONASTIR","MONASTIR","Monoc","WW",2,1,6,3,288.5,137.8,426.3,0.477642980935875,""
298,"C","MONASTIR","MONASTIR","Monoc","WW",2,1,5,2,279.9,123.2,403.1,0.440157198999643,""
298,"D","MONASTIR","MONASTIR","Monoc","WW",2,1,4,3,240.1,109.8,349.9,0.457309454394002,""
298,"E","MONASTIR","MONASTIR","Monoc","WW",2,1,5,3,247.1,110.8,357.9,0.44840145690004,""
298,"F","MONASTIR","MONASTIR","Monoc","WW",2,1,5,3,324.1,153.1,477.2,0.47238506633755,""
299,"A","GIUSTO","ANTALIS","Mixt","WW",2,1,5,2,223.9,103.7,327.6,0.463153193389906,""
299,"B","ANTALIS","GIUSTO","Mixt","WW",2,1,4,2,199.5,105.5,305,0.528822055137845,""
299,"C","GIUSTO","ANTALIS","Mixt","WW",2,1,4,2,254,147.3,401.3,0.57992125984252,""
299,"D","ANTALIS","GIUSTO","Mixt","WW",2,1,4,2,264.8,145.9,410.7,0.550981873111782,""
299,"E","GIUSTO","ANTALIS","Mixt","WW",2,1,4,2,329.8,191.1,520.9,0.579442086112796,""
299,"F","ANTALIS","GIUSTO","Mixt","WW",2,1,4,2,374.4,171.3,545.7,0.457532051282051,""
301,"A","NOBILIS","EL4X_428","Mixt","WW",2,1,3,2,128.5,125.3,253.8,0.975097276264591,""
301,"B","EL4X_428","NOBILIS","Mixt","WW",2,1,3,2,138.9,61.9,200.8,0.445644348452124,""
301,"C","NOBILIS","EL4X_428","Mixt","WW",2,1,4,2,166.6,118.3,284.9,0.710084033613445,""
301,"D","EL4X_428","NOBILIS","Mixt","WW",2,1,4,2,181.8,101.7,283.5,0.559405940594059,""
301,"E","NOBILIS","EL4X_428","Mixt","WW",2,1,4,2,191.4,116.2,307.6,0.607105538140021,""
301,"F","EL4X_428","NOBILIS","Mixt","WW",2,1,4,3,235.5,135.2,370.7,0.574097664543524,""
302,"A","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,226.3,140.5,366.8,0.620857269111799,""
302,"B","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,194,116.6,310.6,0.601030927835052,""
302,"C","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,187.1,112,299.1,0.598610368786745,""
302,"D","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,131.8,72.3,204.1,0.54855842185129,""
302,"E","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,322,191.2,513.2,0.593788819875776,""
302,"F","QUALIDOU","QUALIDOU","Monoc","WW",2,1,4,2,320.5,209,529.5,0.65210608424337,""
303,"A","AVENTUR","ORJAUNE","Mixt","WW",3,1,6,4,374.4,164.1,538.5,0.438301282051282,""
303,"B","ORJAUNE","AVENTUR","Mixt","WW",3,1,6,4,284,115,399,0.404929577464789,""
303,"C","AVENTUR","ORJAUNE","Mixt","WW",3,1,6,4,302.6,161.9,464.5,0.535029742233972,""
303,"D","ORJAUNE","AVENTUR","Mixt","WW",3,1,5,2,245,101.1,346.1,0.41265306122449,""
303,"E","AVENTUR","ORJAUNE","Mixt","WW",3,1,5,3,249.6,114.6,364.2,0.459134615384615,""
303,"F","ORJAUNE","AVENTUR","Mixt","WW",3,1,5,1,80.1,35,115.1,0.436953807740325,""
304,"A","SVEVO","ARDENTE","Mixt","WW",3,1,4,3,342.6,168.2,510.8,0.490951546993578,""
304,"B","ARDENTE","SVEVO","Mixt","WW",3,1,4,3,233.6,118.8,352.4,0.508561643835616,""
304,"C","SVEVO","ARDENTE","Mixt","WW",3,1,5,4,349.6,171.7,521.3,0.491132723112128,""
304,"D","ARDENTE","SVEVO","Mixt","WW",3,1,4,4,254.9,133.4,388.3,0.523342487249902,""
304,"E","SVEVO","ARDENTE","Mixt","WW",3,1,4,3,258.6,133.4,392,0.515854601701469,""
304,"F","ARDENTE","SVEVO","Mixt","WW",3,1,4,3,223.2,118,341.2,0.528673835125448,""
305,"A","LAHAN","EL4X_120","Mixt","WW",3,1,5,3,467.6,194.6,662.2,0.416167664670659,""
305,"B","EL4X_120","LAHAN","Mixt","WW",3,1,4,2,209.8,89.4,299.2,0.426120114394662,""
305,"C","LAHAN","EL4X_120","Mixt","WW",3,1,4,2,252.9,158.1,411,0.62514827995255,""
305,"D","EL4X_120","LAHAN","Mixt","WW",3,1,6,3,339.8,201.4,541.2,0.5927015891701,""
305,"E","LAHAN","EL4X_120","Mixt","WW",3,1,5,3,440.7,194.5,635.2,0.441343317449512,""
305,"F","EL4X_120","LAHAN","Mixt","WW",3,1,5,2,259,110.6,369.6,0.427027027027027,""
306,"A","LGBORIS","EL4X_35","Mixt","WW",3,1,4,2,261.8,149.1,410.9,0.56951871657754,""
306,"B","EL4X_35","LGBORIS","Mixt","WW",3,1,4,2,229.2,120.9,350.1,0.527486910994764,""
306,"C","LGBORIS","EL4X_35","Mixt","WW",3,1,4,2,278.5,122.6,401.1,0.440215439856373,""
306,"D","EL4X_35","LGBORIS","Mixt","WW",3,1,4,2,323.1,163.4,486.5,0.505725781491798,""
306,"E","LGBORIS","EL4X_35","Mixt","WW",3,1,4,2,177.4,91.2,268.6,0.514092446448704,""
306,"F","EL4X_35","LGBORIS","Mixt","WW",3,1,5,3,380.9,212.2,593.1,0.557101601470202,""
307,"A","ORJAUNE","KOFA","Mixt","WW",3,1,6,4,410.9,192.5,603.4,0.468483816013629,""
307,"B","KOFA","ORJAUNE","Mixt","WW",3,1,4,2,244.1,122.8,366.9,0.503072511265875,""
307,"C","ORJAUNE","KOFA","Mixt","WW",3,1,4,2,220.4,89.7,310.1,0.406987295825771,""
307,"D","KOFA","ORJAUNE","Mixt","WW",3,1,4,2,205.4,126.9,332.3,0.617818889970789,""
307,"E","ORJAUNE","KOFA","Mixt","WW",3,1,4,2,211.6,99.4,311,0.469754253308129,""
307,"F","KOFA","ORJAUNE","Mixt","WW",3,1,4,1,199.3,103.1,302.4,0.517310587054691,""
309,"A","ACADUR","ANVERGUR","Mixt","WW",3,1,4,2,324.8,203.8,528.6,0.627463054187192,""
309,"B","ANVERGUR","ACADUR","Mixt","WW",3,1,4,2,149.4,101.3,250.7,0.678045515394913,""
309,"C","ACADUR","ANVERGUR","Mixt","WW",3,1,4,2,182.1,100.7,282.8,0.552992861065349,""
309,"D","ANVERGUR","ACADUR","Mixt","WW",3,1,4,2,144.6,95.7,240.3,0.661825726141079,""
309,"E","ACADUR","ANVERGUR","Mixt","WW",3,1,4,2,220.9,116.2,337.1,0.526029877772748,""
309,"F","ANVERGUR","ACADUR","Mixt","WW",3,1,4,2,215.7,120.6,336.3,0.559109874826147,""
310,"A","ACADUR","ARDENTE","Mixt","WW",3,1,4,2,149.5,70.4,219.9,0.470903010033445,""
310,"B","ARDENTE","ACADUR","Mixt","WW",3,1,4,1,94.3,58.1,152.4,0.616118769883351,""
310,"C","ACADUR","ARDENTE","Mixt","WW",3,1,4,2,172.9,109.1,282,0.631000578368999,""
310,"D","ARDENTE","ACADUR","Mixt","WW",3,1,4,1,122.1,71.1,193.2,0.582309582309582,""
310,"E","ACADUR","ARDENTE","Mixt","WW",3,1,5,2,215.2,122.9,338.1,0.571096654275093,""
310,"F","ARDENTE","ACADUR","Mixt","WW",3,1,3,1,50,21.5,71.5,0.43,""
313,"A","LLOYD","EL4X_464","Mixt","WS",1,4,4,1,169.9,171.6,341.5,1.01000588581519,""
313,"B","EL4X_464","LLOYD","Mixt","WS",1,4,3,0,105.1,98.6,203.7,0.938154138915319,""
313,"C","LLOYD","EL4X_464","Mixt","WS",1,4,3,0,88.2,102.6,190.8,1.16326530612245,""
313,"D","EL4X_464","LLOYD","Mixt","WS",1,4,4,1,119,109.8,228.8,0.922689075630252,""
313,"E","LLOYD","EL4X_464","Mixt","WS",1,4,4,1,190.3,181,371.3,0.951129795060431,""
313,"F","EL4X_464","LLOYD","Mixt","WS",1,4,5,1,166.8,135.2,302,0.810551558752998,""
314,"A","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,2,264.5,200,464.5,0.756143667296786,""
314,"B","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,1,172.1,170.4,342.5,0.990122022080186,""
314,"C","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,1,162.5,162.2,324.7,0.998153846153846,""
314,"D","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,1,199.9,124.3,324.2,0.621810905452726,""
314,"E","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,1,209.2,184.4,393.6,0.881453154875717,""
314,"F","FURIO_CAMILLO","FURIO_CAMILLO","Monoc","WS",1,4,4,1,191.8,150.2,342,0.78310740354536,""
315,"A","ACADUR","ARDENTE","Mixt","WS",1,4,4,1,253.7,291.1,544.8,1.14741821048482,""
315,"B","ARDENTE","ACADUR","Mixt","WS",1,4,4,0,186.3,123.9,310.2,0.665056360708535,""
315,"C","ACADUR","ARDENTE","Mixt","WS",1,4,5,1,180.8,155.6,336.4,0.860619469026549,""
315,"D","ARDENTE","ACADUR","Mixt","WS",1,4,4,0,180.2,202.5,382.7,1.12375138734739,""
315,"E","ACADUR","ARDENTE","Mixt","WS",1,4,4,2,263.9,170.1,434,0.644562334217507,""
315,"F","ARDENTE","ACADUR","Mixt","WS",1,4,4,0,138.2,115,253.2,0.832127351664255,""
316,"A","ARDENTE","ARDENTE","Monoc","WS",1,4,4,0,123.6,66.7,190.3,0.539644012944984,""
316,"B","ARDENTE","ARDENTE","Monoc","WS",1,4,4,1,186.7,149.4,336.1,0.800214247455811,""
316,"C","ARDENTE","ARDENTE","Monoc","WS",1,4,4,0,105.8,99.1,204.9,0.936672967863894,""
316,"D","ARDENTE","ARDENTE","Monoc","WS",1,4,4,1,205.7,220.35,426.05,1.07122022362664,""
316,"E","ARDENTE","ARDENTE","Monoc","WS",1,4,4,1,222.2,181.1,403.3,0.815031503150315,""
316,"F","ARDENTE","ARDENTE","Monoc","WS",1,4,4,0,175.1,145.8,320.9,0.832667047401485,""
317,"A","RAMIREZ","ANTALIS","Mixt","WS",1,4,4,0,183,108.2,291.2,0.591256830601093,""
317,"B","ANTALIS","RAMIREZ","Mixt","WS",1,4,4,0,175.2,142.7,317.9,0.814497716894977,""
317,"C","RAMIREZ","ANTALIS","Mixt","WS",1,4,3,1,157.5,129.5,287,0.822222222222222,""
317,"D","ANTALIS","RAMIREZ","Mixt","WS",1,4,4,0,121.5,98.1,219.6,0.807407407407407,""
317,"E","RAMIREZ","ANTALIS","Mixt","WS",1,4,5,1,203.4,175.9,379.3,0.864798426745329,""
317,"F","ANTALIS","RAMIREZ","Mixt","WS",1,4,5,0,163.4,98.7,262.1,0.604039167686659,""
318,"A","LGBORIS","NEMESIS","Mixt","WS",1,4,5,2,194,96.9,290.9,0.499484536082474,""
318,"B","NEMESIS","LGBORIS","Mixt","WS",1,4,4,1,252.5,210.7,463.2,0.834455445544554,""
318,"C","LGBORIS","NEMESIS","Mixt","WS",1,4,4,2,240.7,180.3,421,0.749065226422933,""
318,"D","NEMESIS","LGBORIS","Mixt","WS",1,4,5,2,251.4,231.6,483,0.921241050119332,""
318,"E","LGBORIS","NEMESIS","Mixt","WS",1,4,5,3,340.8,239.9,580.7,0.703931924882629,""
318,"F","NEMESIS","LGBORIS","Mixt","WS",1,4,5,3,189.8,149.1,338.9,0.785563751317176,""
319,"A","EL4X_35","EL4X_35","Monoc","WS",1,4,4,2,276.9,204.2,481.1,0.737450343084146,""
319,"B","EL4X_35","EL4X_35","Monoc","WS",1,4,4,1,216.9,213.9,430.8,0.986168741355463,""
319,"C","EL4X_35","EL4X_35","Monoc","WS",1,4,3,0,136.8,111.8,248.6,0.817251461988304,""
319,"D","EL4X_35","EL4X_35","Monoc","WS",1,4,4,1,173,229.6,402.6,1.3271676300578,""
319,"E","EL4X_35","EL4X_35","Monoc","WS",1,4,4,2,279.9,198.6,478.5,0.709539121114684,""
319,"F","EL4X_35","EL4X_35","Monoc","WS",1,4,5,1,133.2,83.9,217.1,0.62987987987988,""
320,"A","ASTERIX","ASTERIX","Monoc","WS",1,4,4,1,171.3,221.8,393.1,1.29480443666083,""
320,"B","ASTERIX","ASTERIX","Monoc","WS",1,4,4,0,122.7,118.1,240.8,0.962510187449063,""
320,"C","ASTERIX","ASTERIX","Monoc","WS",1,4,4,1,174.1,214.1,388.2,1.22975301550833,""
320,"D","ASTERIX","ASTERIX","Monoc","WS",1,4,4,1,184,227.2,411.2,1.23478260869565,""
320,"E","ASTERIX","ASTERIX","Monoc","WS",1,4,5,2,248.3,210.6,458.9,0.848167539267016,""
320,"F","ASTERIX","ASTERIX","Monoc","WS",1,4,5,2,245.8,145.6,391.4,0.592351505288853,""
321,"A","FURIO_CAMILLO","EL4X_428","Mixt","WS",2,4,5,3,328.6,186.2,514.8,0.566646378575776,""
321,"B","EL4X_428","FURIO_CAMILLO","Mixt","WS",2,4,4,1,146.1,89.6,235.7,0.613278576317591,""
321,"C","FURIO_CAMILLO","EL4X_428","Mixt","WS",2,4,NA,NA,NA,NA,NA,NA,""
321,"D","EL4X_428","FURIO_CAMILLO","Mixt","WS",2,4,5,1,232.9,169.6,402.5,0.728209531987978,""
321,"E","FURIO_CAMILLO","EL4X_428","Mixt","WS",2,4,4,3,278.7,187.2,465.9,0.671689989235737,""
321,"F","EL4X_428","FURIO_CAMILLO","Mixt","WS",2,4,4,2,187.2,98.3,285.5,0.525106837606838,""
322,"A","MURANO","QUALIDOU","Mixt","WS",2,4,4,2,360.8,371.6,732.4,1.02993348115299,""
322,"B","QUALIDOU","MURANO","Mixt","WS",2,4,5,1,217.6,153.1,370.7,0.70358455882353,""
322,"C","MURANO","QUALIDOU","Mixt","WS",2,4,3,1,171.3,219.8,391.1,1.28312901342674,""
322,"D","QUALIDOU","MURANO","Mixt","WS",2,4,5,2,337.6,324,661.6,0.959715639810427,""
322,"E","MURANO","QUALIDOU","Mixt","WS",2,4,4,1,235.8,171.5,407.3,0.727311280746395,""
322,"F","QUALIDOU","MURANO","Mixt","WS",2,4,6,3,303.7,173,476.7,0.569641093184063,""
323,"A","AZEGHAR-2_DP128","KOFA","Mixt","WS",2,4,6,2,252.3,159.2,411.5,0.630994847403884,""
323,"B","KOFA","AZEGHAR-2_DP128","Mixt","WS",2,4,5,3,369.1,339.1,708.2,0.918721213763208,""
323,"C","AZEGHAR-2_DP128","KOFA","Mixt","WS",2,4,5,0,227.1,204.1,431.2,0.898723029502422,""
323,"D","KOFA","AZEGHAR-2_DP128","Mixt","WS",2,4,4,3,329.1,218.5,547.6,0.66393193558189,""
323,"E","AZEGHAR-2_DP128","KOFA","Mixt","WS",2,4,6,1,394.4,333.3,727.7,0.845081135902637,""
323,"F","KOFA","AZEGHAR-2_DP128","Mixt","WS",2,4,6,3,330.1,211.6,541.7,0.641017873371706,""
324,"A","ASTERIX","MIKI-1_DP161","Mixt","WS",2,4,4,2,262.7,202.2,464.9,0.76969927674153,""
