ABCDEF;BE_BoitEng_Hauteur_mm;BE_BoitEng_Hauteur_pixels;BE_BoitEng_Largeur_mm;BE_BoitEng_Largeur_pixels;BIOVOL_Volume_mm3;BIOVOL_Volume_pixels;CH_Surface_ConvexHull_mm2;CH_Surface_ConvexHull_pixels;SK_Squelette_Brut_mm;SK_Squelette_Brut_pixels;SPUR_Squelette_Corrige_Parametre_mm;SPUR_Squelette_Corrige_Parametre_pixels;SPUR_Squelette_Corrige_mm;SPUR_Squelette_Corrige_pixels;SURF3_Surface_Revolution_mm2;SURF3_Surface_Revolution_pixels;SURF_Surface_Projetee_mm2;SURF_Surface_Projetee_pixels;Segmentation;analysis_datetime;angle;coeff;coeff_x;coeff_y;datetime;dpi;expected_dpi;filepath;imgguid;overlapped_plants;plantid;plantname;presence;profil;stationid;studyid;studyname;subversion;taskid;version;view
D;482.88;12000.0;527.241348;11652.0;;;251114.69330163457;137439524.0;89390.3332595;2091271.0;2.0175404;47.2;59409.682915499994;1389879.0;;;54677.08853476863;29925740.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_16-31-23;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0161a032-bee8-499f-8132-6377bf0ccee5;;281;PLAT012_U4L15R21_281_RHZ_5971_6 pl_L2574_ACE_L2574_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;527.241348;11652.0;;;251114.69330163457;137439524.0;89390.3332595;2091271.0;2.0175404;47.2;59409.682915499994;1389879.0;;;54677.08853476863;29925740.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_16-31-23;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0161a032-bee8-499f-8132-6377bf0ccee5;;281;PLAT012_U4L15R21_281_RHZ_5971_6 pl_L2574_ACE_L2574_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;527.241348;11652.0;;;251114.69330163457;137439524.0;89390.3332595;2091271.0;2.0175404;47.2;59409.682915499994;1389879.0;;;54677.08853476863;29925740.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_16-31-23;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0161a032-bee8-499f-8132-6377bf0ccee5;;281;PLAT012_U4L15R21_281_RHZ_5971_6 pl_L2574_ACE_L2574_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-36;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;531.0422639999999;11736.0;;;252026.31734068075;137938472.0;77715.399741;1818138.0;2.0175404;47.2;56520.710393999994;1322292.0;;;51102.373352998104;27969235.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-38-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;083a49a0-94ef-4d47-b412-0b3776be5381;;596;PLAT012_U4L3R24_596_RHZ_5442_6 pl_MIKI1DP161_ACE_MIKI1DP161_BDF_WS_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;531.0422639999999;11736.0;;;251773.71452456707;137800218.0;64133.12114349999;1500383.0;2.0175404;47.2;48903.982449999996;1144100.0;;;43680.22023315325;23906959.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_18-47-01;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;09e42707-ac08-40c3-87f4-61b628171c91;;606;PLAT012_U4L2R8_606_RHZ_5109_6 pl_COLOSSEODP087_ACE_QUALIDOU_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-37;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;247735.17004234772;135589851.0;67275.0983605;1573889.0;2.0175404;47.2;46419.586620999995;1085978.0;;;41663.91427636056;22803399.0;totale;2020-06-29_09-32-38;;0.0427445;0.045249;0.04024;2019-07-15_15-05-55;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;0a0bf5a9-e220-47e8-97d8-67530d4adef3;;243;PLAT012_U4L16R9_243_RHZ_5130_6 pl_AVENTUR_ACE_AVENTUR_BDF_WW_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
