ABCDEF;BE_BoitEng_Hauteur_mm;BE_BoitEng_Hauteur_pixels;BE_BoitEng_Largeur_mm;BE_BoitEng_Largeur_pixels;BIOVOL_Volume_mm3;BIOVOL_Volume_pixels;CH_Surface_ConvexHull_mm2;CH_Surface_ConvexHull_pixels;SK_Squelette_Brut_mm;SK_Squelette_Brut_pixels;SPUR_Squelette_Corrige_Parametre_mm;SPUR_Squelette_Corrige_Parametre_pixels;SPUR_Squelette_Corrige_mm;SPUR_Squelette_Corrige_pixels;SURF3_Surface_Revolution_mm2;SURF3_Surface_Revolution_pixels;SURF_Surface_Projetee_mm2;SURF_Surface_Projetee_pixels;Segmentation;analysis_datetime;angle;coeff;coeff_x;coeff_y;datetime;dpi;expected_dpi;filepath;imgguid;overlapped_plants;plantid;plantname;presence;profil;stationid;studyid;studyname;subversion;taskid;version;view
C;482.88;12000.0;531.0422639999999;11736.0;;;246465.52727098655;134894953.0;42676.96369;998420.0;2.0175404;47.2;33013.1588965;772337.0;;;27762.83163670397;15195090.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-41-51;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e2e0f6a7-7b9b-4a18-84e6-0ca9a0e3b4f1;;602;PLAT012_U4L2R4_602_RHZ_5073_6 pl_AZEGHAR2DP128_ACE_NEMESIS_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;531.0422639999999;11736.0;;;246465.52727098655;134894953.0;42676.96369;998420.0;2.0175404;47.2;33013.1588965;772337.0;;;27762.83163670397;15195090.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-41-51;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e2e0f6a7-7b9b-4a18-84e6-0ca9a0e3b4f1;;602;PLAT012_U4L2R4_602_RHZ_5073_6 pl_AZEGHAR2DP128_ACE_NEMESIS_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;531.0422639999999;11736.0;;;246465.52727098655;134894953.0;42676.96369;998420.0;2.0175404;47.2;33013.1588965;772337.0;;;27762.83163670397;15195090.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-41-51;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e2e0f6a7-7b9b-4a18-84e6-0ca9a0e3b4f1;;602;PLAT012_U4L2R4_602_RHZ_5073_6 pl_AZEGHAR2DP128_ACE_NEMESIS_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;531.0422639999999;11736.0;;;246465.52727098655;134894953.0;42676.96369;998420.0;2.0175404;47.2;33013.1588965;772337.0;;;27762.83163670397;15195090.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-41-51;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e2e0f6a7-7b9b-4a18-84e6-0ca9a0e3b4f1;;602;PLAT012_U4L2R4_602_RHZ_5073_6 pl_AZEGHAR2DP128_ACE_NEMESIS_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-36;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;530.9970149999999;11735.0;;;252096.10130323263;137976666.0;57922.0033375;1355075.0;2.0175404;47.2;43555.491398499995;1018973.0;;;40013.18938683082;21899928.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-39-13;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e36c0275-d6df-46cc-9d92-e53cb1589580;;599;PLAT012_U4L2R1_599_RHZ_6166_6 pl_MONASTIR_ACE_EL4X35_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;531.0422639999999;11736.0;;;250441.10832613622;137070859.0;65298.549935999996;1527648.0;2.0175404;47.2;49209.605625;1151250.0;;;43338.13009133749;23719727.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_17-56-43;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e44b82dd-5597-42c9-be64-a22b5693b192;;555;PLAT012_U4L4R9_555_RHZ_5138_6 pl_BALSAMO_ACE_BALSAMO_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-37;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;250246.13017344935;136964144.0;65546.98096999999;1533460.0;2.0175404;47.2;47453.832543;1110174.0;;;43198.83623007579;23643489.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_18-04-25;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e5488c89-c16a-41c0-8ed7-d42403daf09c;;562;PLAT012_U4L4R16_562_RHZ_5453_6 pl_LAHAN_ACE_EL4X464_BDF_WS_Rep2_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;250963.54161147407;137356796.0;67679.63230849999;1583353.0;2.0175404;47.2;47804.3801875;1118375.0;;;42301.23695137281;23152217.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_16-45-26;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e6070e66-dc46-4e1a-a4eb-8ef3ae0ecbd4;;290;PLAT012_U4L14R4_290_RHZ_5143_6 pl_ASTERIX_ACE_EL4X35_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-38;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;249473.80364984943;136541436.0;64784.4618345;1515621.0;2.0175404;47.2;43813.6681785;1025013.0;;;40434.97181263425;22130777.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_15-48-00;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e70dde09-bec5-4028-8dec-d42c89b26ee3;;262;PLAT012_U4L15R2_262_RHZ_5057_6 pl_MONASTIR_ACE_MONASTIR_BDF_WW_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
A;482.88;12000.0;529.0060589999999;11691.0;;;251193.20711110148;137482496.0;83873.42887799999;1962204.0;2.0175404;47.2;59052.5098735;1381523.0;;;50885.93052020285;27850772.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_16-22-06;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e8d86703-881d-499f-b1b7-873c175c07c6;;277;PLAT012_U4L15R17_277_RHZ_5973_6 pl_RAMIREZ_ACE_RAMIREZ_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
B;482.88;12000.0;529.0060589999999;11691.0;;;251193.20711110148;137482496.0;83873.42887799999;1962204.0;2.0175404;47.2;59052.5098735;1381523.0;;;50885.93052020285;27850772.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_16-22-06;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e8d86703-881d-499f-b1b7-873c175c07c6;;277;PLAT012_U4L15R17_277_RHZ_5973_6 pl_RAMIREZ_ACE_RAMIREZ_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
C;482.88;12000.0;529.0060589999999;11691.0;;;251193.20711110148;137482496.0;83873.42887799999;1962204.0;2.0175404;47.2;59052.5098735;1381523.0;;;50885.93052020285;27850772.0;totale;2020-06-29_09-33-39;;0.0427445;0.045249;0.04024;2019-07-15_16-22-06;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19353\ROOT_v2017\mask_4\csv;e8d86703-881d-499f-b1b7-873c175c07c6;;277;PLAT012_U4L15R17_277_RHZ_5973_6 pl_RAMIREZ_ACE_RAMIREZ_BDF_WW_Rep3_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19353;ROOT_v2017;rac
