ABCDEF;BE_BoitEng_Hauteur_mm;BE_BoitEng_Hauteur_pixels;BE_BoitEng_Largeur_mm;BE_BoitEng_Largeur_pixels;BIOVOL_Volume_mm3;BIOVOL_Volume_pixels;CH_Surface_ConvexHull_mm2;CH_Surface_ConvexHull_pixels;SK_Squelette_Brut_mm;SK_Squelette_Brut_pixels;SPUR_Squelette_Corrige_Parametre_mm;SPUR_Squelette_Corrige_Parametre_pixels;SPUR_Squelette_Corrige_mm;SPUR_Squelette_Corrige_pixels;SURF3_Surface_Revolution_mm2;SURF3_Surface_Revolution_pixels;SURF_Surface_Projetee_mm2;SURF_Surface_Projetee_pixels;Segmentation;analysis_datetime;angle;coeff;coeff_x;coeff_y;datetime;dpi;expected_dpi;filepath;imgguid;overlapped_plants;plantid;plantname;presence;profil;stationid;studyid;studyname;subversion;taskid;version;view
E;72.75392;1808.0;487.33173;10770.0;;;27618.527888409826;15116110.0;3315.5626315;77567.0;2.0175404;47.2;2360.8214795;55231.0;;;2154.9438919257796;1179439.0;totale;2020-06-29_09-21-01;;0.0427445;0.045249;0.04024;2019-07-07_17-09-40;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;00e4b034-2ed4-4a82-9d45-c4aa7070d6f6;;629;PLAT012_U4L1R5_629_RHZ_5815_6 pl_ANVERGUR_ACE_ANVERGUR_BDF_WS_Rep1_Calib04_prel4;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
F;61.526959999999995;1529.0;498.146241;11009.0;;;22534.742281597333;12333664.0;3924.4152894999997;91811.0;2.0175404;47.2;2879.4832425;67365.0;;;2504.4520283993625;1370731.0;totale;2020-06-29_09-21-01;;0.0427445;0.045249;0.04024;2019-07-07_17-09-40;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;00e4b034-2ed4-4a82-9d45-c4aa7070d6f6;;629;PLAT012_U4L1R5_629_RHZ_5815_6 pl_ANVERGUR_ACE_ANVERGUR_BDF_WS_Rep1_Calib04_prel4;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-01;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;232080.83340276286;127021955.0;28139.943940499998;658329.0;2.0175404;47.2;20521.207005;480090.0;;;19520.08204230728;10683687.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_16-21-35;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;0194653a-6bae-4d75-8a4b-9dbf0c413913;;553;PLAT012_U4L4R7_553_RHZ_5907_6 pl_COLOSSEODP087_ACE_COLOSSEODP087_BDF_WS_Rep1_Rec_prel5;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
A;141.32288;3512.0;429.41301;9490.0;;;41519.27251599458;22724234.0;6477.587019;151542.0;2.0175404;47.2;4791.444727499999;112095.0;;;4218.3102645808685;2308756.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
B;141.32288;3512.0;429.41301;9490.0;;;41519.27251599458;22724234.0;6477.587019;151542.0;2.0175404;47.2;4791.444727499999;112095.0;;;4218.3102645808685;2308756.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
C;126.19264;3136.0;469.77511799999996;10382.0;;;36496.18474182427;19975009.0;4641.368788;108584.0;2.0175404;47.2;3236.3570729999997;75714.0;;;3148.365025266469;1723156.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
D;219.99208;5467.0;424.118877;9373.0;;;78859.59947058627;43161257.0;8993.6565225;210405.0;2.0175404;47.2;6582.652999999999;154000.0;;;6087.409223446096;3331747.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
E;219.99208;5467.0;424.118877;9373.0;;;78859.59947058627;43161257.0;8993.6565225;210405.0;2.0175404;47.2;6582.652999999999;154000.0;;;6087.409223446096;3331747.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
F;219.99208;5467.0;424.118877;9373.0;;;78859.59947058627;43161257.0;8993.6565225;210405.0;2.0175404;47.2;6582.652999999999;154000.0;;;6087.409223446096;3331747.0;totale;2020-06-29_09-21-02;;0.0427445;0.045249;0.04024;2019-07-07_17-19-15;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023900db-4584-4538-96fe-e498722a3bf3;;644;PLAT012_U4L1R20_644_RHZ_5683_6 pl_ARDENTE_ACE_ARDENTE_BDF_WS_Rep2_Calib03_prel3;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
A;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
B;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
C;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
D;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
E;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
F;482.88;12000.0;526.5626129999999;11637.0;;;236411.6304306696;129392277.0;29425.997711999997;688416.0;2.0175404;47.2;20557.625319;480942.0;;;18091.347037735628;9901715.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_11-08-14;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;023de30b-5014-4c8d-8dc1-4f100f23ad5b;;48;PLAT012_U4L24R22_048_RHZ_5520_6 pl_PLUSSUR_ACE_CHAM1DP136_BDF_WW_Rep3_Rec_prel8;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
A;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
B;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
C;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
D;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
E;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-03;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
F;482.88;12000.0;506.245812;11188.0;;;198550.66804954383;108670301.0;20614.390014999997;482270.0;2.0175404;47.2;13669.520122;319796.0;;;13462.715697225334;7368383.0;totale;2020-06-29_09-21-04;;0.0427445;0.045249;0.04024;2019-07-07_12-17-32;594.2284972335622;600;\\DJS-4PMI-NAS01\Stockage_Mickael\Studies\2019_06_05_PLAT012_U4\19308\ROOT_v2017\mask_4\csv;02b7a8cc-2609-4073-b4b3-fcf761f9b535;;160;PLAT012_U4L19R4_160_RHZ_5106_6 pl_ASTERIX_ACE_NEMESIS_BDF_WW_Rep1_Rec_prel6;present;rac_HT_600dpi;106;88;2019_06_05_PLAT012_U4;mask4;19308;ROOT_v2017;rac
